ID_Source,Product_Name,Price_Raw,Supplier_Name,Date_Scraped,Calories_Raw
5364,lucky me potato chips,"241,05",Alfamart,2023-10-01,147kcal
5365,Alaska Salt,184.77,SM Supermarket,2023-10-10,117 Kcal
5366,cdo instant coffee pack of 3,130.33,Landers,2023-10-02,294 cal
5367,MILO VIENNA SAUSAGE,19.59,7-Eleven,2023-10-16,540kcal
5368,Chippy Tuna Flakes,237.08,Alfamart,2023-10-04,117 Kcal
5369,san miguel evaporated milk sachet,153.34,Puregold,2023-10-24,560kcal
5370,Lucky Me Chocolate Bar,190.97,Robinsons Supermarket,2023-10-05,351 kcal
5371,Chippy Mayonnaise,239.66,Landers,2023-10-28,
5372,reno oatmeal family size,17.84,7-Eleven,2023-10-06,406 kcal
5373,alaska potato chips sachet,"151,79",Waltermart,2023-10-13,
5374,purefoods peanut butter family size,"53,87",7-Eleven,2023-10-05,307 cal
5375,Century Tuna Panct Canton,207.55,Robinsons Supermarket,2023-10-18,363 kcal
5376,Eden Wafer,207.46,Robinsons Supermarket,2023-10-15,331 kcal
5377,DATU PUTI BISCUITS,$164.59,Robinsons Supermarket,2023-10-03,
5378,Century  Tuna  Beef  Loaf,0,SM Supermarket,2023-10-25,323 kcal
5379,argentina sardines family size,40.71,Robinsons Supermarket,2023-10-27,379 kcal
5380,Mega Beef Loaf Bottle,226.28,Robinsons Supermarket,2023-10-09,124 kcal
5381,Magnolia Instant Coffee,86.20,Landers,2023-10-10,283 kcal
5382,SELECTA PANCIT CANTON,,Landers,2023-10-10,176 cal
5383,ARGENTINA EVAPORATED MILK,181.12,Robinsons Supermarket,2023-10-14,159 kcal
5384,san miguel sugar family size,,Robinsons Supermarket,2023-10-18,558 kcal
5385,Chippy Tomato Sauce Pack of 3,47.55,Landers,2023-10-17,88 kcal
5386,mega shrimp crackers sachet,53.88,Landers,2023-10-17,369 kcal
5387,Magnolia Instant Coffee,59.39,S&R,2023-10-26,127 kcal
5388,San Miguel Cored Beef,142.39,Puregold,2023-10-01,577 kcal
5389,cdo pancit canton,98.02,SM Supermarket,2023-10-23,305 kcal
5390,UFC SALT,"137,11",S&R,2023-10-21,486 kcal
5391,Nescafe  Oatmeal  Family  Size,23356,Alfamart,2023-10-03,270 kcal
5392,Magnolia Cheese Sache,180.14,Alfamart,2023-10-19,243 kcal
5393,Del Monte Cooking Oil,$96.67,Landers,2023-10-08,324 Kcal
5394,datu puti biscuits,"100,09",Waltermart,2023-10-22,301kcal
5395,Piattos Chocolate Bar Family Size,153.83,7-Eleven,2023-10-01,331 cal
5396,Century  Tuna  Tuna  Flakes,165.10,Robinsons Supermarket,2023-10-18,322kcal
5397,Purefoods Oatmeal,140.29,Waltermart,2023-10-03,291 kcal
5398,Chippy Cooking Oil Family Size,,Alfamart,2023-10-27,354 kcal
5399,Alaska paghetti Sauce Bottle,$223.41,Waltermart,2023-10-23,168 kcal
5400,ufc tuna flakes,191.14,Puregold,2023-10-15,329 cal
5401,jack 'n jill hotdog,"233,60",Puregold,2023-10-23,
5402,UFC Rice Bottle,34.24,Puregold,2023-10-16,527 cal
5403,RENO OATMEAL PACK OF 3,168.58,Landers,2023-10-01,507 cal
5404,c2 rice family size,33.57,Robinsons Supermarket,2023-10-21,
5405,MEGA EVAPORATED MILK,$43.46,S&R,2023-10-13,151 kcal
5406,MILO PEANUT BUTTER,19060,7-Eleven,2023-10-25,359 kcal
5407,ALASKA WAFER,56.49,Alfamart,2023-10-24,155 kcal
5408,555 Potato Chips,54.57,Robinsons Supermarket,2023-10-15,594 cal
5409,SkyFlakes Spaghtti Sauce,123.25,Landers,2023-10-05,183kcal
5410,Nova Chocolate Bar Refill Pack,0,S&R,2023-10-08,405 kcal
5411,piattos pancit canton,"175,66",Landers,2023-10-20,389 cal
5412,MILO VIENNA SAUSAGE,111.97,Puregold,2023-10-12,90 kcal
5413,SELECTA BISCUITS SACHET,215.87,S&R,2023-10-14,570 kcal
5414,chippy fruit juice,234.59,Robinsons Supermarket,2023-10-23,224 kcal
5415,Nescafe Evaporated Milk,23.25,S&R,2023-10-02,534kcal
5416,Fita Cheese,163.50 eur,Alfamart,2023-10-23,364 kcal
5417,CDO Rice Refill Pack,$47.47,Alfamart,2023-10-18,287 Kcal
5418,skyflakes hotdog,"61,70",7-Eleven,2023-10-25,337 kcal
5419,SkyFlakes Instant Coffee Sachet,23468,7-Eleven,2023-10-13,435 Kcal
5420,Chippy Vienna Sausage Bottle,33.87,Puregold,2023-10-07,399 cal
5421,Nescafe Wafer Pack of 3,0,Landers,2023-10-24,146 kcal
5422,LUCKY ME MAYONNAISE REFILL PACK,68.11,Landers,2023-10-27,252 kcal
5423,fita soy sauce bottle,101.31,S&R,2023-10-19,577 Kcal
5424,Gardenia Rice,197.38,Puregold,2023-10-25,508 kcal
5425,NESTLE VIENNA SAUSAGE,115.30,Alfamart,2023-10-04,183 cal
5426,Del Monte Instant Coffee Bottle,135.36,Alfamart,2023-10-17,479 cal
5427,RENO OATMEAL BOTTLE,230.18,Alfamart,2023-10-08,
5428,Oishi  Potato  Chips  Refill  Pack,163.50 eur,Waltermart,2023-10-19,434 kcal
5429,Bear Brand Cheese,226.51 eur,Waltermart,2023-10-21,318 kcal
5430,Del Monte Sardines,$38.50,Landers,2023-10-15,580 kcal
5431,Mega  Spaghetti  Sauce,32.58,SM Supermarket,2023-10-26,145 kcal
5432,Purefoods Sugar Pack of 3,0,Robinsons Supermarket,2023-10-24,338 kcal
5433,Monde Vienna Sausage,,SM Supermarket,2023-10-08,125 kcal
5434,Del Monte Tomato Sauce,1501,S&R,2023-10-04,346 kcal
5435,magnolia wafer,139.00,SM Supermarket,2023-10-23,345 kcal
5436,magnolia biscuits refill pack,243.37,Landers,2023-10-01,283 kcal
5437,c2 sardines pack of 3,58.89,Alfamart,2023-10-02,218 kcal
5438,Lucky Me Peanut Butter Famly Size,189.79,SM Supermarket,2023-10-11,344 kcal
5439,nova shrimp crackers,"236,75",S&R,2023-10-23,387 kcal
5440,purefoods instant coffee,"212,95",Landers,2023-10-23,246 kcal
5441,Argentina  Instant  Coffee,117.98,S&R,2023-10-18,
5442,Argentina Potato Chips,"25,37",Waltermart,2023-10-20,246 kcal
5443,oishi salt,191.59,Landers,2023-10-10,85 kcal
5444,Nova  Biscuits  Bottle,228.20 eur,7-Eleven,2023-10-14,450 kcal
5445,kyFlakes Sugar,"99,48",Puregold,2023-10-28,253 kcal
5446,C2 MAYONNAISE,110.01,Alfamart,2023-10-14,352 kcal
5447,Netle Fruit Juice Sachet,49.05,Alfamart,2023-10-06,423 kcal
5448,Alaska  Soy  Sauce,3592,SM Supermarket,2023-10-27,397kcal
5449,CENTURY TUNA SUGAR,192.07,7-Eleven,2023-10-25,540 kcal
5450,Alaska Spaghetti Sauce Bottle,232.70,SM Supermarket,2023-10-01,175 kcal
5451,Bear Brand Tomato Sauce,51.10,7-Eleven,2023-10-28,576 kcal
5452,Del Monte Soy Sauce,82.58,Robinsons Supermarket,2023-10-27,356 kcal
5453,San Miguel Rice Pack of 3,97.54,Alfamart,2023-10-05,365 kcal
5454,Eden Chocolate Drink Sacet,"214,96",S&R,2023-10-05,252kcal
5455,milo hotdog,78.93,Waltermart,2023-10-06,
5456,fita shrimp crackers family size,195.56,Robinsons Supermarket,2023-10-06,224 Kcal
5457,FITA OATMEAL,66.51,Waltermart,2023-10-16,315 kcal
5458,Nescafe Tomato Sauce,$61.51,7-Eleven,2023-10-25,314 kcal
5459,Lucky Me eef Loaf,127.91,7-Eleven,2023-10-18,153 kcal
5460,Alaska Fruit Juice,,SM Supermarket,2023-10-02,293 kcal
5461,jack 'n jill salt refill pack,38.90 eur,Robinsons Supermarket,2023-10-08,540 kcal
5462,GARDENIA MAYONNAISE,102.71,Alfamart,2023-10-21,514 kcal
5463,skyflakes potato chips pack of 3,221.54,Robinsons Supermarket,2023-10-05,427kcal
5464,nova rice family size,109.01,Waltermart,2023-10-27,226 kcal
5465,Jac 'n Jill Shrimp Crackers Sachet,139.27 eur,SM Supermarket,2023-10-23,
5466,Selecta Cookies,147.02,Waltermart,2023-10-21,108 kcal
5467,Nova Cookies,"108,64",SM Supermarket,2023-10-11,401 kcal
5468,555 biscuits refill pack,135.22,S&R,2023-10-02,286 kcal
5469,BEAR BRAND COOKIES SACHET,119.11 eur,Alfamart,2023-10-09,369 Kcal
5470,Bear Brand Potato Chips,181.98,SM Supermarket,2023-10-24,595 kcal
5471,SkyFlakes Cheese Sachet,101.81,S&R,2023-10-08,248 kcal
5472,SkyFlakes Tuna Flakes Bottle,242.49,S&R,2023-10-05,287 kcal
5473,Nova  Peanut  Butter,59.13 eur,Alfamart,2023-10-17,416kcal
5474,piattos chocolate bar,$102.70,S&R,2023-10-19,86 kcal
5475,skyflakes beef loaf family size,120.51,Puregold,2023-10-06,142 kcal
5476,CDO Mayonnaise Sacht,140.16,SM Supermarket,2023-10-07,590kcal
5477,mega potato chips refill pack,219.73,Waltermart,2023-10-04,413 kcal
5478,CENTURY TUNA COOKIES,$242.17,Waltermart,2023-10-26,459 kcal
5479,lucky me soy sauce,,Robinsons Supermarket,2023-10-09,240 kcal
5480,Argentina Sardines Pck of 3,$146.90,S&R,2023-10-14,331 kcal
5481,UFC Peanut Butter Bottle,83.17 eur,Landers,2023-10-12,515 kcal
5482,CENTURY TUNA CONDENSED MILK,206.51,7-Eleven,2023-10-14,244kcal
5483,jack 'n jill crackers,181.23,S&R,2023-10-08,437 kcal
5484,chippy hotdog,40.74,Landers,2023-10-18,473 kcal
5485,Oishi  Beef  Loaf  Bottle,172.06,Puregold,2023-10-21,85 cal
5486,bear brand shrimp crackers sachet,206.03,S&R,2023-10-20,100 cal
5487,ARGENTINA RICE,111.87 eur,Waltermart,2023-10-17,571 kcal
5488,Cenury Tuna Spaghetti Sauce Sachet,221.12,SM Supermarket,2023-10-27,202 kcal
5489,NOVA BEEF LOAF REFILL PACK,5402,Puregold,2023-10-17,237 kcal
5490,NOVA CONDENSED MILK SACHET,94.83,SM Supermarket,2023-10-09,324 kcal
5491,555 Fruit Juice,169.92,Landers,2023-10-15,520 kcal
5492,NOVA CONDENSED MILK REFILL PACK,71.97,Puregold,2023-10-05,577kcal
5493,555 Potato Chips Family Size,219.72,Waltermart,2023-10-02,120 kcal
5494,Nestle Spaghetti Sauce Family Size,56.84,Waltermart,2023-10-08,364 kcal
5495,chippy pancit canton sachet,169.55 eur,Waltermart,2023-10-02,244 kcal
5496,Gardenia Soy Sauce,231.07,Landers,2023-10-04,441 kcal
5497,gardenia vienna sausage family size,121.62,Alfamart,2023-10-19,298 kcal
5498,Piattos Cookies Family Size,129.32,SM Supermarket,2023-10-19,484 kcal
5499,San Miguel Condensed Milk,,Robinsons Supermarket,2023-10-07,
5500,Magnolia Cooking Oil,217.37,Waltermart,2023-10-16,521kcal
5501,JACK 'N JILL CHEESE,$145.55,S&R,2023-10-02,552 kcal
5502,SELECTA PANCIT CANTON SACHET,,7-Eleven,2023-10-18,533 kcal
5503,Del Monte Crackers,"28,73",Landers,2023-10-21,220kcal
5504,555  Rice,24711,Alfamart,2023-10-28,516 kcal
5505,ufc peanut butter bottle,$163.09,S&R,2023-10-26,584 kcal
5506,Datu Puti Cooking Oil Refill Pack,"145,42",S&R,2023-10-01,95 Kcal
5507,Milo  Soy  Sauce,240.38,Alfamart,2023-10-07,490 kcal
5508,Argentina Chocolate Dink Sachet,24.46,SM Supermarket,2023-10-27,362 kcal
5509,bear brand chocolate drink,14869,Waltermart,2023-10-04,340kcal
5510,Bear Brand Crackers Refil Pack,62.31,Puregold,2023-10-05,380 kcal
5511,Eden  Tomato  Sauce  Refill  Pack,88.47,7-Eleven,2023-10-20,172 kcal
5512,san miguel sardines,213.59,Landers,2023-10-17,327 kcal
5513,Nova  Spaghetti  Sauce,68.20,Puregold,2023-10-01,475 Kcal
5514,ufc beef loaf,76.86,Puregold,2023-10-20,555 kcal
5515,SELECTA FRUIT JUICE REFILL PACK,15.46,SM Supermarket,2023-10-03,237 cal
5516,Piattos  Oatmeal,$22.25,Waltermart,2023-10-27,549 kcal
5517,DEL MONTE CHOCOLATE DRINK,213.69,Waltermart,2023-10-28,296 kcal
5518,JACK 'N JILL CRACKERS REFILL PACK,206.55,Waltermart,2023-10-08,539 kcal
5519,UFC Sugar Sachet,198.37,Alfamart,2023-10-24,181 kcal
5520,MILO SOY SAUCE,103.23 eur,Landers,2023-10-01,248 kcal
5521,datu puti cooking oil,63.50 eur,Robinsons Supermarket,2023-10-26,273 kcal
5522,UFC VIENNA SAUSAGE FAMILY SIZE,17966,7-Eleven,2023-10-23,244kcal
5523,CENTURY TUNA VIENNA SAUSAGE,98.00,Puregold,2023-10-03,452 kcal
5524,C2 Cheese,,SM Supermarket,2023-10-18,359 kcal
5525,argentina peanut butter,"124,30",Alfamart,2023-10-04,157 Kcal
5526,DATU PUTI CORNED BEEF FAMILY SIZE,"50,46",Puregold,2023-10-19,364 kcal
5527,Noa Wafer,108.20,Landers,2023-10-22,265 Kcal
5528,Del  Monte  Cookies,"96,92",Waltermart,2023-10-10,217kcal
5529,Monde  Spaghetti  Sauce,28.12,Waltermart,2023-10-24,207 kcal
5530,fita biscuits,239.01,Robinsons Supermarket,2023-10-15,210 kcal
5531,Magnolia Hotdog,,S&R,2023-10-14,538 kcal
5532,Century Tuna Crackers,167.21,Alfamart,2023-10-17,
5533,DEL MONTE PEANUT BUTTER,161.59,Waltermart,2023-10-21,178 kcal
5534,C2 SUGAR,79.32,7-Eleven,2023-10-03,
5535,eden evaporated milk,40.45,Puregold,2023-10-05,
5536,555 Peanut Butter,"187,33",S&R,2023-10-19,82kcal
5537,Del  Monte  Instant  Coffee,40.94 eur,S&R,2023-10-13,
5538,argentina beef loaf,140.57,S&R,2023-10-18,199 kcal
5539,Nova Corned Beef,65.01,Alfamart,2023-10-07,444 kcal
5540,Piattos Wafer,1520,Waltermart,2023-10-21,488kcal
5541,gardenia oatmeal,42.01,Waltermart,2023-10-13,291 kcal
5542,Del Monte Mayonnaise,86.55,S&R,2023-10-11,
5543,selecta chocolate bar bottle,31.83,Alfamart,2023-10-24,
5544,SkyFlakes  Biscuits  Pack  of  3,$144.01,Alfamart,2023-10-04,461 Kcal
5545,Nova Sardines,224.24,SM Supermarket,2023-10-18,183 kcal
5546,MEGA CHEESE,217.18,Waltermart,2023-10-01,492 Kcal
5547,skyflakes crackers bottle,16.50,Alfamart,2023-10-20,488 cal
5548,Nescafe Tuna Flakes,152.93,Landers,2023-10-10,440 kcal
5549,SELECTA COOKIES PACK OF 3,116.22,7-Eleven,2023-10-16,504kcal
5550,Magnolia Oatmeal,25.52,Alfamart,2023-10-23,444 Kcal
5551,MAGNOLIA COOKIES,118.20,Waltermart,2023-10-25,523 kcal
5552,monde sardines,89.22,Waltermart,2023-10-19,387 kcal
5553,FITA POTATO CHIPS FAMILY SIZE,147.66,Alfamart,2023-10-05,393 cal
5554,Argentina Sardines Bottle,177.47,Waltermart,2023-10-12,389 kcal
5555,Nestle  Hotdog,"53,02",7-Eleven,2023-10-18,159 kcal
5556,eden cooking oil family size,,SM Supermarket,2023-10-28,287 kcal
5557,555 hotdog,44.92,Waltermart,2023-10-16,504 kcal
5558,Datu Puti Pancit Canton Pack of 3,197.41 eur,SM Supermarket,2023-10-25,443 Kcal
5559,Oishi Chocolate Bar,171.85,SM Supermarket,2023-10-24,366 kcal
5560,LUCKY ME BISCUITS,186.24,SM Supermarket,2023-10-22,171 cal
5561,lucky me tomato sauce family size,9661,S&R,2023-10-08,473kcal
5562,purefoods cooking oil,,Waltermart,2023-10-15,552 kcal
5563,De Monte Biscuits,124.15,Alfamart,2023-10-28,267 kcal
5564,CDO Corned Bef Pack of 3,0,Robinsons Supermarket,2023-10-16,98kcal
5565,ufc cookies,154.70,SM Supermarket,2023-10-27,154 kcal
5566,purefoods chocolate drink pack of 3,2967,Landers,2023-10-25,108 kcal
5567,selecta spaghetti sauce sachet,194.47,7-Eleven,2023-10-25,472 kcal
5568,Cippy Wafer Bottle,187.13,Robinsons Supermarket,2023-10-15,385 cal
5569,JACK 'N JILL OATMEAL,103.36,Alfamart,2023-10-25,119 kcal
5570,PIATTOS RICE BOTTLE,$189.64,Robinsons Supermarket,2023-10-22,436 kcal
5571,eden sugar,172.95,SM Supermarket,2023-10-01,366 cal
5572,CENTURY TUNA CHEESE BOTTLE,172.79,Robinsons Supermarket,2023-10-28,404 kcal
5573,Fita Hotdog,167.33,Landers,2023-10-18,337 kcal
5574,MAGNOLIA SHRIMP CRACKERS REFILL PACK,143.86,SM Supermarket,2023-10-17,525 kcal
5575,C2 Vienna Sausage,60.98 eur,Landers,2023-10-03,433 kcal
5576,Nova  Mayonnaise,188.49,Puregold,2023-10-07,551 kcal
5577,Piattos  Chocolate  Bar,23.70 eur,Waltermart,2023-10-27,508 Kcal
5578,SAN MIGUEL OATMEAL PACK OF 3,$149.40,S&R,2023-10-18,512 kcal
5579,SKYFLAKES RICE,196.42 eur,7-Eleven,2023-10-02,171 kcal
5580,SkyFlakes Tuna Flakes,168.78,Alfamart,2023-10-23,442 kcal
5581,ARGENTINA MAYONNAISE,14247,Landers,2023-10-17,204 kcal
5582,San Miguel Wafer,141.07,Waltermart,2023-10-25,324kcal
5583,purefoods fruit juice,181.33 eur,Waltermart,2023-10-09,502 cal
5584,Century Tuna Cheese Pack of 3,33.33,S&R,2023-10-25,359 kcal
5585,Mgnolia Hotdog Sachet,55.85,Puregold,2023-10-06,373 Kcal
5586,PIATTOS TUNA FLAKES,"74,98",Robinsons Supermarket,2023-10-15,
5587,selecta cheese family size,30.37 eur,Alfamart,2023-10-23,398 kcal
5588,RENO POTATO CHIPS,216.04,7-Eleven,2023-10-27,374 kcal
5589,Nova Cheese,179.29,Puregold,2023-10-24,410 kcal
5590,SkyFlakes Spaghetti auce,229.92,S&R,2023-10-10,214 kcal
5591,mega evaporated milk pack of 3,188.54,Puregold,2023-10-16,586 kcal
5592,OISHI PANCIT CANTON BOTTLE,0,S&R,2023-10-01,415 kcal
5593,Jack  'n  Jill  Hotdog  Sachet,,Alfamart,2023-10-15,
5594,gardenia rice,151.66,Robinsons Supermarket,2023-10-08,591 kcal
5595,Piattos Pancit Canton Bottle,174.54 eur,7-Eleven,2023-10-27,259 Kcal
5596,Purefoods Mayonnaise,245.99,Alfamart,2023-10-24,513 cal
5597,del monte mayonnaise,"84,24",7-Eleven,2023-10-24,285 Kcal
5598,Lucky  Me  Corned  Beef,171.61,S&R,2023-10-19,308 cal
5599,Argentina  Peanut  Butter  Pack  of  3,121.93,7-Eleven,2023-10-24,576 kcal
5600,Reno Fruit Juice Refill ack,36.42,7-Eleven,2023-10-25,436kcal
5601,reno fruit juice,0,Alfamart,2023-10-28,546 Kcal
5602,Del Monte Fruit Juice Bottle,$15.51,Puregold,2023-10-10,253 kcal
5603,Purefoods  Sardines,14428,Puregold,2023-10-24,567 kcal
5604,555  Soy  Sauce,179.62 eur,Puregold,2023-10-07,484 kcal
5605,SKYFLAKES SOY SAUCE FAMILY SIZE,87.15,Alfamart,2023-10-13,315 kcal
5606,Oishi Pancit Canton,,Waltermart,2023-10-12,107 kcal
5607,NESTLE CHEESE FAMILY SIZE,197.52,Waltermart,2023-10-01,326 kcal
5608,LUCKY ME TUNA FLAKES,236.59,S&R,2023-10-02,345 kcal
5609,Bear Brand Condensed Milk,89.42,Robinsons Supermarket,2023-10-02,265 kcal
5610,DATU PUTI TOMATO SAUCE,$99.54,Landers,2023-10-27,380 kcal
5611,argentina cookies,59.21,Puregold,2023-10-23,504 kcal
5612,C2 Pancit Canton Bottle,23.34,S&R,2023-10-23,453 cal
5613,alaska evaporated milk,37.81,Puregold,2023-10-01,301 kcal
5614,Jack 'n Jill Wafer Bottle,164.83,Waltermart,2023-10-05,160 cal
5615,nestle instant coffee,182.54,Landers,2023-10-26,589 kcal
5616,CDO Cocolate Drink,67.07,Puregold,2023-10-10,560 cal
5617,nestle chocolate drink pack of 3,51.11 eur,7-Eleven,2023-10-23,477 kcal
5618,GARDENIA RICE,167.69 eur,SM Supermarket,2023-10-13,371 kcal
5619,555 COOKIES,224.06 eur,Alfamart,2023-10-27,
5620,Alaska Tuna Flakes,79.09,Alfamart,2023-10-23,387 kcal
5621,CENTURY TUNA VIENNA SAUSAGE,212.78,Waltermart,2023-10-18,411 kcal
5622,Fita Cooking Oil,200.43,SM Supermarket,2023-10-03,551 Kcal
5623,milo mayonnaise refill pack,113.57,S&R,2023-10-22,154 kcal
5624,Mega Pncit Canton Family Size,28.17,S&R,2023-10-06,
5625,SAN MIGUEL PEANUT BUTTER REFILL PACK,"95,99",Alfamart,2023-10-25,276 kcal
5626,BEAR BRAND FRUIT JUICE,89.06,Robinsons Supermarket,2023-10-13,452 kcal
5627,Selecta Fruit Juice,54.86,SM Supermarket,2023-10-19,375 kcal
5628,CENTURY TUNA CRACKERS,51.43,Robinsons Supermarket,2023-10-04,544 cal
5629,Gardenia Frit Juice,"202,59",SM Supermarket,2023-10-09,198 kcal
5630,CDO BEEF LOAF,"238,02",Landers,2023-10-03,121 kcal
5631,Milo Chocolate Bar Pack o 3,65.23,Waltermart,2023-10-02,432 kcal
5632,MEGA CORNED BEEF,58.79,Robinsons Supermarket,2023-10-03,131 kcal
5633,CDO EVAPORATED MILK FAMILY SIZE,70.58,7-Eleven,2023-10-06,442 Kcal
5634,Nestle Cookes,9755,7-Eleven,2023-10-09,412 Kcal
5635,Lucky Me Chocolate Drink,139.31 eur,Landers,2023-10-18,170 kcal
5636,Nestle Peanut Butter,72.04,7-Eleven,2023-10-04,568 kcal
5637,FITA CHEESE,209.14,Alfamart,2023-10-01,
5638,Monde  Pancit  Canton  Family  Size,138.35,SM Supermarket,2023-10-26,237 kcal
5639,Oishi  Cookies,$205.24,Waltermart,2023-10-21,589 kcal
5640,eden potato chips bottle,,S&R,2023-10-08,246 kcal
5641,San Miguel Vienna Sausage,0,S&R,2023-10-12,245 kcal
5642,Purfoods Spaghetti Sauce,42.57,Waltermart,2023-10-10,390 cal
5643,Purefoods Cooking Oil,136.91,7-Eleven,2023-10-20,
5644,Monde Shrimp Crackers Pack of 3,,7-Eleven,2023-10-28,249 kcal
5645,DATU PUTI SHRIMP CRACKERS,0,S&R,2023-10-02,256 kcal
5646,Chippy Biscuits,192.74,SM Supermarket,2023-10-17,200 kcal
5647,san miguel crackers pack of 3,102.46 eur,Puregold,2023-10-23,541 kcal
5648,555 SOY SAUCE,$74.00,SM Supermarket,2023-10-17,215 kcal
5649,Piattos Otmeal,,Alfamart,2023-10-28,520 kcal
5650,nescafe hotdog,,Alfamart,2023-10-20,476kcal
5651,bear brand instant coffee,200.01,SM Supermarket,2023-10-15,289 kcal
5652,MILO FRUIT JUICE BOTTLE,11373,7-Eleven,2023-10-17,304 kcal
5653,Mega Condensed Milk,235.63 eur,Puregold,2023-10-04,524 kcal
5654,Jack 'n Jill Condensed Milk,98.06,7-Eleven,2023-10-18,195kcal
5655,Gardenia Chocolate Drink,188.05 eur,S&R,2023-10-25,200 kcal
5656,nova hotdog,142.92,S&R,2023-10-25,311 Kcal
5657,Oishi Salt Sachet,,Landers,2023-10-06,233 kcal
5658,Eden Cookies Bottle,,Waltermart,2023-10-24,425 kcal
5659,CENTURY TUNA FRUIT JUICE,44.07,Landers,2023-10-12,200kcal
5660,skyflakes crackers,131.63,Puregold,2023-10-22,102 Kcal
5661,UFC EVAPORATED MILK REFILL PACK,103.23,7-Eleven,2023-10-01,217 kcal
5662,San Miguel Evaporated Milk Sachet,,7-Eleven,2023-10-23,440kcal
5663,Fita Chese,,7-Eleven,2023-10-18,294kcal
5664,Fita Wafer Refill Pack,,S&R,2023-10-22,95 Kcal
5665,Jack 'n Jill Potato Chips Sachet,144.35,Robinsons Supermarket,2023-10-20,591 kcal
5666,Fita Pancit Canton,$238.38,Alfamart,2023-10-28,321 kcal
5667,milo tomato sauce sachet,"108,73",Robinsons Supermarket,2023-10-06,383 Kcal
5668,C2 Potato Chips,71.72,Puregold,2023-10-16,487kcal
5669,jack 'n jill evaporated milk bottle,224.70,S&R,2023-10-04,264 kcal
5670,Magnolia  Chocolate  Drink,"25,70",Landers,2023-10-19,194 cal
5671,SKYFLAKES SPAGHETTI SAUCE,188.30,SM Supermarket,2023-10-10,395 kcal
5672,Eden Spghetti Sauce Pack of 3,"170,91",S&R,2023-10-08,84 kcal
5673,555 INSTANT COFFEE BOTTLE,142.94 eur,Landers,2023-10-14,462 kcal
5674,purefoods spaghetti sauce,,S&R,2023-10-20,356 cal
5675,oishi chocolate drink,234.62 eur,S&R,2023-10-02,121 kcal
5676,555 condensed milk sachet,172.15,Alfamart,2023-10-03,
5677,Nova Chocolate Bar,87.73 eur,Alfamart,2023-10-24,570kcal
5678,NOVA SARDINES REFILL PACK,76.31,7-Eleven,2023-10-20,391 kcal
5679,piattos condensed milk,121.68,Alfamart,2023-10-03,520 kcal
5680,NESCAFE VIENNA SAUSAGE,$60.64,Puregold,2023-10-06,502 kcal
5681,skyflakes tuna flakes bottle,47.50,Puregold,2023-10-12,271 cal
5682,fita tomato sauce pack of 3,78.66,SM Supermarket,2023-10-04,107 cal
5683,SELECTA VIENNA SAUSAGE BOTTLE,113.64,7-Eleven,2023-10-18,581 kcal
5684,Datu  Puti  Fruit  Juice  Refill  Pack,156.47,Landers,2023-10-24,586kcal
5685,cdo salt,239.78,Landers,2023-10-02,229 kcal
5686,Argentina  Spaghetti  Sauce  Refill  Pack,"204,64",Alfamart,2023-10-25,310 cal
5687,Nestle Wafer,85.34,S&R,2023-10-25,570 kcal
5688,purefoods mayonnaise,"218,20",7-Eleven,2023-10-05,540 kcal
5689,Eden  Pancit  Canton,0,Alfamart,2023-10-09,571 kcal
5690,Mega Sugar Family Size,128.63,S&R,2023-10-05,551 kcal
5691,555 corned beef pack of 3,83.76,Waltermart,2023-10-08,263 kcal
5692,EDEN FRUIT JUICE FAMILY SIZE,27.89 eur,Puregold,2023-10-25,439 Kcal
5693,JACK 'N JILL COOKIES REFILL PACK,191.43,S&R,2023-10-15,513 kcal
5694,DO Spaghetti Sauce,242.58,Landers,2023-10-14,520 kcal
5695,Monde  Chocolate  Bar  Sachet,41.54,Waltermart,2023-10-09,215 kcal
5696,purefoods sardines,172.63,SM Supermarket,2023-10-21,105 kcal
5697,Mega Crackers,221.98,S&R,2023-10-23,412 kcal
5698,selecta tomato sauce,77.05,7-Eleven,2023-10-06,449 Kcal
5699,BEAR BRAND RICE,0,7-Eleven,2023-10-19,543 kcal
5700,Reno Spaghetti Sauce Sachet,17156,Landers,2023-10-13,130 kcal
5701,555 condensed milk pack of 3,67.14,SM Supermarket,2023-10-05,
5702,Oishi Rice,,SM Supermarket,2023-10-05,235 Kcal
5703,SkyFlakes Shrimp Crackers,42.78,Waltermart,2023-10-06,263 kcal
5704,CDO FRUIT JUICE BOTTLE,172.50,Robinsons Supermarket,2023-10-13,383 kcal
5705,Chppy Shrimp Crackers,90.46,SM Supermarket,2023-10-22,155 kcal
5706,EDEN WAFER,$154.96,Landers,2023-10-16,580 kcal
5707,MAGNOLIA INSTANT COFFEE,238.64,Robinsons Supermarket,2023-10-09,357 kcal
5708,Magnolia Corned Beef Family Size,119.74,Robinsons Supermarket,2023-10-09,143 cal
5709,piattos rice,96.59,7-Eleven,2023-10-20,132 cal
5710,chippy oatmeal bottle,108.09,S&R,2023-10-19,486 kcal
5711,RENO CHEESE REFILL PACK,209.04 eur,Waltermart,2023-10-21,474kcal
5712,Argentina Fruit Juice Refill Pack,97.98 eur,Puregold,2023-10-22,341 cal
5713,argentina wafer,"57,76",Landers,2023-10-18,350 Kcal
