display_title,avg_price,avg_calories,occurrence_count
SkyFlakes  Evaporated  Milk  Sachet,122.0,154.5,2
c2 tuna flakes,55.9,446.0,2
Purefoods  Biscuits  Pack  of  3,172.92,229.5,2
eden sugar refill pack,48.14,388.5,2
555 SOY SAUCE FAMILY SIZE,64.93,317.0,2
Oishi  Salt  Sachet,83.98,349.5,2
SkyFlakes Wfer Bottle,189.04,310.0,2
PUREFOODS WAFER BOTTLE,63.5,397.0,2
Argentina Shrimp Crackers Pack of 3,129.35,407.0,2
nestle instant coffee sachet,173.6,580.5,2
SkyFlakes Hotdog Pack of 3,232.22,121.5,2
Gardenia  Cooking  Oil  Sachet,235.54,326.5,2
nestle salt sachet,151.13,240.0,2
555  Rice,224.12,309.5,2
Oishi  Wafer  Family  Size,119.3,113.5,2
Alaska  Rice  Family  Size,129.85,377.0,2
Bear Brand Condensed Milk Bottle,57.4,541.5,2
MILO WAFER REFILL PACK,164.41,131.0,2
Eden  Shrimp  Crackers,182.19,260.5,2
Milo Cooking Oil,160.01,449.0,2
Mega  Evaporated  Milk  Sachet,126.84,182.5,2
Nestle Spaghetti Sauce Sachet,3585.89,380.5,2
Lucky Me Beef Loaf Refill Pack,58.77,416.0,2
San  Miguel  Cooking  Oil  Refill  Pack,170.94,373.0,2
UFC Tuna Flakes Sachet,56.46,310.5,2
Bear Brand Peanut Butter,153.16,510.0,2
fita sugar bottle,53.58,291.0,2
selecta vienna sausage pack of 3,180.46,381.5,2
Bear Brand Potato Chips,192.36,402.5,2
monde tomato sauce pack of 3,133.5,282.0,2
Jack 'n Jill Sardines Bottle,137.66,318.0,2
oishi evaporated milk refill pack,155.95,170.5,2
CENTURY TUNA CHOCOLATE BAR FAMILY SIZE,190.79,359.5,2
Oishi Crackers Family Size,54.98,353.5,2
milo tomato sauce sachet,1780.86,306.0,2
san miguel sardines family size,88.92,303.0,2
Purefoods  Corned  Beef  Pack  of  3,141.32,431.5,2
Del Monte Fruit Juice Bottle,37.16,336.0,2
fita chocolate bar,177.18,232.5,2
Eden Beef Loaf Pack of 3,130.9,343.5,2
SkyFlakes  Shrimp  Crackers  Refill  Pack,84.6,183.5,2
CDO Tomato Sauce Bottle,122.09,362.5,2
c2 biscuits sachet,113.74,322.0,2
Chippy Wafer Sachet,85.28,353.0,2
selecta rice bottle,140.06,299.0,2
Datu Puti Sugar Family Size,75.44,407.5,2
Fita Crackers Family Size,144.5,107.5,2
SELECTA WAFER SACHET,157.74,438.0,2
555 fruit juice family size,1764.75,466.5,2
Selecta Peanut Butter Refill Pack,181.52,126.0,2
Mega Instant Cofee,186.39,289.0,2
Alaska Biscuits Sachet,159.78,412.5,2
Bear  Brand  Instant  Coffee  Sachet,186.97,336.5,2
skyflakes salt family size,141.34,174.5,2
milo wafer family size,134.01,333.0,2
UFC Corned Beef Pack of 3,91.37,410.0,2
UFC CHOCOLATE DRINK BOTTLE,170.84,323.5,2
gardenia potato chips refill pack,65.44,395.0,2
Datu  Puti  Cookies  Bottle,92.02,335.0,2
Lucky Me Cheese Pack of 3,71.82,338.5,2
FITA SOY SAUCE BOTTLE,174.96,433.5,2
Mega  Biscuits,120.23,151.0,2
Reno Biscuits,126.3,365.0,2
chippy corned beef,84.19,454.0,2
C2  Tomato  Sauce  Family  Size,223.7,271.5,2
Selecta Oatmeal Refill Pack,149.08,461.5,2
SkyFlakes Instant Coffee Sachet,198.85,368.5,2
Milo Mayonnaise Refill Pack,76.47,193.5,2
Gardenia Sugar Refill Pack,129.9,219.5,2
Argentina Wafer Pack of 3,115.36,371.0,2
milo salt bottle,117.58,252.0,2
SkyFlakes  Pancit  Canton  Bottle,172.74,242.5,2
cdo evaporated milk bottle,140.72,367.5,2
Jack 'n Jill ViennaSausage,112.9,320.5,2
MAGNOLIA BEEF LOAF REFILL PACK,64.98,418.5,2
oishi wafer sachet,152.76,311.5,2
Nescafe Sugar Refill Pack,52.8,246.0,2
Argentina  Vienna  Sausage  Bottle,134.24,197.0,2
Magnolia Evaporated Milk Bottle,202.95,212.0,2
Selecta Vienna Sausage Bottle,126.51,589.0,2
555 SUGAR PACK OF 3,127.31,370.0,2
fita crackers pack of 3,4653.73,345.5,2
Purefoods  Chocolate  Drink  Pack  of  3,1512.38,325.5,2
SKYFLAKES EVAPORATED MILK FAMILY SIZE,166.6,352.0,2
ufc evaporated milk refill pack,149.94,226.0,2
reno potato chips refill pack,194.68,306.5,2
UFC  Tuna  Flakes  Refill  Pack,210.62,380.0,2
UFC VIENNA SAUSAGE REFILL PACK,73.01,341.5,2
C2 Cokies,114.89,547.5,2
San Miguel Beef Loaf Pack of 3,120.9,292.5,2
Reno Salt Refill Pack,166.1,528.0,2
Piattos Condensed Milk Pack of 3,153.7,381.5,2
PUREFOODS SPAGHETTI SAUCE BOTTLE,102.76,466.5,2
C2 Salt Family Size,846.44,387.5,2
selecta biscuits sachet,232.0,438.0,2
SKYFLAKES SARDINES FAMILY SIZE,104.8,306.5,2
MEGA INSTANT COFFEE REFILL PACK,90.07,172.5,2
Datu  Puti  Sugar  Pack  of  3,67.84,386.0,2
Piattos  Spaghetti  Sauce  Family  Size,107.18,291.0,2
Alaska Spaghetti Sauce Pack of 3,146.18,546.5,2
MONDE BISCUITS FAMILY SIZE,138.85,335.0,2
Fita Shrimp Crackers Family Size,130.6,403.0,2
CDO Fruit Juice Pack of 3,73.24,537.0,2
DATU PUTI SALT REFILL PACK,152.56,441.0,2
Reno  Fruit  Juice  Refill  Pack,104.12,414.0,2
Gardenia Condensed Milk Family Size,120.22,549.5,2
SKYFLAKES SALT BOTTLE,37.72,306.0,2
Datu Puti Tomato Sauce Bottle,140.53,399.0,2
Reno Tuna Flakes Pack of 3,78.92,259.0,2
UFC Fuit Juice,142.96,398.5,2
Magnolia Hotdog Family Size,95.02,379.5,2
alaska fruit juice pack of 3,196.48,442.5,2
reno oatmeal pack of 3,164.92,368.0,2
CENTURY TUNA PEANUT BUTTER SACHET,170.99,337.5,2
Lucky Me Mayonnaise Refill Pack,43.82,348.5,2
Del Monte Cookies Sachet,205.64,490.0,2
NOVA COOKING OIL PACK OF 3,150.48,493.0,2
san miguel tuna flakes family size,112.41,162.0,2
CDO Corned Beef Family Size,142.92,434.0,2
BEAR BRAND CHOCOLATE DRINK PACK OF 3,189.2,304.5,2
Nova  Sugar  Family  Size,54.3,325.5,2
Eden  Rice  Refill  Pack,73.6,204.5,2
Del  Monte  Vienna  Sausage  Bottle,171.32,275.0,2
RENO FRUIT JUICE BOTTLE,105.22,331.5,2
Bear Brand Hotdog Sachet,198.02,320.5,2
skyflakes instant coffee pack of 3,82.08,271.0,2
Nova Evaporated Milk Family Size,153.38,337.0,2
jack 'n jill cooking oil pack of 3,82.69,277.0,2
C2 MAYONNAISE REFILL PACK,78.33,362.0,2
gardenia tomato sauce sachet,32.19,507.0,2
ufc shrimp crackers refill pack,141.77,513.0,2
Oishi Wafer Bottle,2121.99,294.5,2
Nova  Fruit  Juice  Refill  Pack,139.95,491.5,2
gardenia salt,170.1,222.5,2
mega cheese sachet,168.5,355.0,2
nestle sugar pack of 3,169.68,225.0,2
Alaska  Potato  Chips  Pack  of  3,180.27,185.5,2
Del Monte Corned Beef Refill Pack,72.49,228.5,2
milo peanut butter sachet,98.37,280.0,2
555 Peanut Butter Family Size,93.18,306.0,2
PUREFOODS SALT PACK OF 3,99.86,355.0,2
argentina crackers refill pack,104.42,292.5,2
Mega  Biscuits  Refill  Pack,221.96,503.5,2
milo pancit canton refill pack,139.74,426.5,2
Century Tuna Wafer Bottle,116.62,453.5,2
Nescafe  Evaporated  Milk  Sachet,206.9,222.5,2
Nestle  Fruit  Juice  Bottle,106.52,404.0,2
argentina tuna flakes sachet,172.82,391.5,2
Reno Biscuits Bottle,158.26,315.0,2
Jack 'n Jill Chocolate Drink,168.54,409.5,2
Mega Fruit Juice Sachet,143.86,360.5,2
ALASKA SOY SAUCE BOTTLE,176.51,109.5,2
FITA CHOCOLATE DRINK FAMILY SIZE,101.11,361.0,2
Del Monte Biscuits Pack of 3,73.9,292.5,2
MONDE FRUIT JUICE SACHET,132.33,366.0,2
555 Mayonnaise Bottle,238.18,322.0,2
Alaska Vienna Sausage Bottle,122.98,433.0,2
Fita Sardines Bottle,39.04,273.0,2
Gardenia Peanut Butter Family Size,89.83,545.0,2
Bear  Brand  Chocolate  Drink  Family  Size,142.01,515.5,2
SKYFLAKES COOKIES BOTTLE,143.22,325.5,2
ufc tomato sauce pack of 3,91.54,391.5,2
Eden  Tuna  Flakes  Family  Size,2182.76,410.0,2
alaska chocolate bar,110.36,285.5,2
eden rice pack of 3,192.6,266.5,2
OISHI CHOCOLATE DRINK BOTTLE,103.84,233.5,2
SELECTA SOY SAUCE SACHET,146.34,262.5,2
SKYFLAKES COOKIES FAMILY SIZE,96.14,295.5,2
Nova Soy Sauce Sachet,123.07,403.5,2
datu puti biscuits sachet,138.97,327.5,2
San Miguel Cooking Oil Family Size,111.6,430.5,2
Jack 'n Jill Tuna Flakes Sachet,213.19,180.5,2
nescafe salt sachet,153.78,539.5,2
MAGNOLIA EVAPORATED MILK SACHET,138.54,241.0,2
UFC  Cheese  Family  Size,112.94,313.0,2
datu puti tuna flakes family size,91.88,342.5,2
cdo evaporated milk family size,46.22,269.5,2
PUREFOODS POTATO CHIPS PACK OF 3,140.04,166.0,2
Oishi Soy Sauce Sachet,183.71,266.0,2
Century  Tuna  Shrimp  Crackers  Sachet,160.51,328.0,2
JACK 'N JILL SOY SAUCE PACK OF 3,106.5,521.5,2
OISHI TUNA FLAKES,140.22,435.5,2
Century  Tuna  Pancit  Canton  Refill  Pack,173.12,344.0,2
skyflakes potato chips sachet,103.72,422.5,2
Nova  Tuna  Flakes  Bottle,49.79,319.0,2
Nova  Corned  Beef  Sachet,114.26,377.5,2
argentina oatmeal pack of 3,123.46,382.5,2
cdo tuna flakes pack of 3,80.67,360.0,2
GARDENIA SPAGHETTI SAUCE PACK OF 3,195.71,285.0,2
PIATTOS BISCUITS BOTTLE,163.67,298.5,2
Datu  Puti  Instant  Coffee  Pack  of  3,141.05,288.0,2
Datu Puti Chocolate Drink Pack of 3,114.33,278.0,2
Lucky Me Condensed Milk Sachet,182.32,509.5,2
reno oatmeal family size,117.36,431.5,2
JACK 'N JILL SHRIMP CRACKERS,180.64,337.5,2
del monte tomato sauce pack of 3,86.06,357.0,2
Piattos Oatmeal Pack of 3,148.9,542.5,2
Nestle  Tomato  Sauce  Family  Size,3102.85,292.5,2
555 sugar,61.76,407.0,2
Chippy  Sugar  Family  Size,154.96,400.0,2
Purefoods Oatmeal Family Size,106.21,445.5,2
Fita  Potato  Chips  Sachet,78.44,246.0,2
Mega  Beef  Loaf,114.56,373.0,2
lucky me salt bottle,108.35,341.5,2
purefoods instant coffee bottle,226.5,360.0,2
eden vienna sausage family size,94.94,296.5,2
jack 'n jill salt refill pack,96.98,410.5,2
Gardenia  Condensed  Milk  Bottle,178.96,163.5,2
jack 'n jill evaporated milk sachet,224.86,418.5,2
DEL MONTE SARDINES SACHET,4028.08,533.5,2
UFC Chocolate Drink Sachet,162.07,209.5,2
555 SOY SAUCE SACHET,148.73,390.0,2
piattos salt,178.1,308.5,2
gardenia sugar pack of 3,177.5,319.5,2
alaska rice,68.5,352.0,2
Magnolia Cooking Oil Family Size,119.12,549.0,2
PUREFOODS TOMATO SAUCE SACHET,100.68,594.5,2
UFC  Condensed  Milk  Family  Size,198.88,487.5,2
Reno Tuna Flakes Sachet,100.64,388.0,2
MONDE PANCIT CANTON SACHET,191.95,310.0,2
nestle spaghetti sauce family size,149.48,279.5,2
JACK 'N JILL FRUIT JUICE BOTTLE,47.82,424.0,2
nova chocolate bar sachet,110.3,376.0,2
monde chocolate drink pack of 3,59.34,277.0,2
CHIPPY POTATO CHIPS REFILL PACK,36.71,302.0,2
SAN MIGUEL COOKIES SACHET,136.47,370.5,2
OISHI SPAGHETTI SAUCE SACHET,4990.18,436.0,2
bear brand biscuits pack of 3,138.93,256.5,2
datu puti vienna sausage bottle,170.63,273.5,2
nestle potato chips refill pack,193.26,231.5,2
ALASKA MAYONNAISE REFILL PACK,138.8,471.5,2
eden beef loaf refill pack,71.63,597.0,2
cdo oatmeal refill pack,183.7,277.0,2
Del  Monte  Potato  Chips  Pack  of  3,196.48,518.0,2
NOVA CONDENSED MILK REFILL PACK,66.99,541.0,2
JACK 'N JILL CHOCOLATE DRINK PACK OF 3,100.53,431.0,2
Argentina  Biscuits  Refill  Pack,106.24,486.0,2
UFC Potato Chips Bottle,114.33,220.0,2
nescafe soy sauce pack of 3,142.22,432.0,2
Argentina Cheese Refill Pack,123.56,399.0,2
cdo soy sauce sachet,159.18,445.0,2
eden cheese pack of 3,153.74,440.5,2
GARDENIA WAFER REFILL PACK,180.96,456.0,2
ALASKA CHOCOLATE BAR REFILL PACK,180.0,355.0,2
ufc chocolate bar sachet,112.01,444.5,2
Gardenia Spaghetti Sauce,108.66,170.5,2
MEGA MAYONNAISE FAMILY SIZE,225.19,336.5,2
UFC  Instant  Coffee  Refill  Pack,105.71,213.0,2
Chippy Cooking Oil Refill Pack,28.78,444.0,2
NESTLE COOKIES PACK OF 3,122.99,281.0,2
UFC  Crackers  Sachet,202.65,231.5,2
Argentina Cooking Oil Pack of 3,70.62,435.0,2
bear brand salt pack of 3,96.21,239.0,2
SKYFLAKES SARDINES BOTTLE,144.82,403.0,2
Milo  Corned  Beef  Refill  Pack,146.1,381.5,2
skyflakes hotdog,138.85,443.5,2
Eden Salt Sachet,77.76,295.5,2
Jack 'n Jill Hotdog Sachet,101.16,416.5,2
SKYFLAKES BEEF LOAF,155.02,416.5,2
Fita  Cookies  Family  Size,202.58,529.0,2
San Miguel Sugar Family Size,197.22,223.0,2
MONDE WAFER REFILL PACK,54.14,263.5,2
Century Tuna Biscuits Bottle,187.76,239.5,2
San  Miguel  Evaporated  Milk  Family  Size,182.56,246.5,2
Milo Fruit Juice Pack of 3,132.56,444.5,2
Nescafe  Tomato  Sauce  Sachet,122.75,284.5,2
Nestle  Rice,112.08,390.5,2
Piattos Biscuits Sachet,104.16,330.0,2
555 CORNED BEEF PACK OF 3,105.9,312.0,2
nestle shrimp crackers bottle,76.75,363.0,2
Chippy Peanut Butter,135.93,305.5,2
Milo Pancit Canton Bottle,115.96,402.0,2
555 TUNA FLAKES BOTTLE,223.88,143.5,2
Argentina Vienna Sausage Refill Pack,161.04,494.5,2
datu puti mayonnaise refill pack,124.71,209.0,2
Alaska  Instant  Coffee  Refill  Pack,119.74,528.0,2
CDO SPAGHETTI SAUCE PACK OF 3,115.4,384.0,2
Chippy Tuna Flakes Bottle,113.06,399.5,2
CHIPPY CRACKERS FAMILY SIZE,203.62,316.5,2
ufc shrimp crackers sachet,77.84,333.5,2
NOVA SARDINES REFILL PACK,154.68,453.5,2
c2 corned beef sachet,211.77,341.0,2
SkyFlakes Spaghetti Sauce Bottle,112.7,364.5,2
jack 'n jill peanut butter bottle,173.76,496.0,2
Monde  Vienna  Sausage  Pack  of  3,191.12,136.0,2
CDO  Hotdog  Family  Size,164.57,527.5,2
Oishi  Pancit  Canton  Pack  of  3,111.58,355.0,2
Chippy Chocolate Drink Bottle,3586.86,293.5,2
Magnolia Cheese,79.74,448.0,2
mega oatmeal refill pack,135.77,473.5,2
Nova  Fruit  Juice,107.46,237.5,2
milo biscuits,109.96,221.5,2
MONDE SOY SAUCE BOTTLE,78.04,394.5,2
SKYFLAKES MAYONNAISE BOTTLE,4785.58,269.5,2
ARGENTINA SARDINES BOTTLE,184.68,403.5,2
MONDE WAFER BOTTLE,111.96,430.0,2
Nescafe Cooking Oil Refill Pack,52.31,304.0,2
RENO CHOCOLATE DRINK FAMILY SIZE,180.19,378.0,2
San Miguel Beef Loaf Sachet,153.74,313.5,2
Mega Evaporated Milk Pack of 3,190.34,446.0,2
PIATTOS INSTANT COFFEE BOTTLE,94.76,400.0,2
SELECTA COOKIES PACK OF 3,139.67,299.5,2
piattos cookies sachet,125.08,253.5,2
SKYFLAKES COOKING OIL BOTTLE,179.48,418.5,2
Del Monte Cheese Pack of 3,2271.2,152.5,2
lucky me chocolate drink refill pack,184.36,325.0,2
SAN MIGUEL CHOCOLATE DRINK BOTTLE,208.6,368.0,2
Oishi  Cooking  Oil  Sachet,206.07,281.0,2
Fita  Oatmeal  Family  Size,93.44,525.0,2
Purefoods Oatmeal Refill Pack,116.1,498.0,2
gardenia vienna sausage sachet,99.83,485.0,2
555 Salt Family Size,189.47,254.5,2
gardenia cookies pack of 3,148.94,243.5,2
del monte instant coffee bottle,92.62,415.0,2
del monte salt,138.78,439.0,2
UFC  Crackers  Bottle,168.18,278.5,2
SELECTA HOTDOG,89.63,189.0,2
Fita Tomato Sauce Refill Pack,129.2,309.0,2
Mega  Sardines  Sachet,198.28,340.0,2
purefoods shrimp crackers family size,163.56,300.5,2
Selecta Evaporated Milk Pack of 3,146.24,448.5,2
magnolia pancit canton pack of 3,111.38,390.5,2
san miguel vienna sausage bottle,135.07,454.5,2
fita tomato sauce pack of 3,93.82,220.0,2
Piattos Shrimp Crackers,185.5,432.5,2
555 PANCIT CANTON FAMILY SIZE,76.37,408.5,2
DEL MONTE COOKIES REFILL PACK,86.97,525.0,2
skyflakes beef loaf sachet,165.18,359.5,2
BEAR BRAND COOKING OIL REFILL PACK,89.98,449.0,2
555 instant coffee refill pack,52.48,400.5,2
eden beef loaf bottle,158.86,489.0,2
SkyFlakes Biscuits Bottle,220.18,345.5,2
milo mayonnaise bottle,213.78,462.0,2
C2 Salt Refill Pack,137.68,284.0,2
argentina cheese sachet,136.52,219.5,2
selecta condensed milk,143.21,284.5,2
nescafe instant coffee bottle,85.92,394.0,2
century tuna evaporated milk sachet,197.35,320.5,2
UFC COOKING OIL REFILL PACK,96.94,588.0,2
Milo Fruit Juice Bottle,166.38,410.0,2
chippy soy sauce sachet,138.72,408.5,2
San Miguel Cookies Family Size,118.08,296.5,2
Oishi Instant Coffee,172.36,350.0,2
EDEN CHOCOLATE DRINK SACHET,88.78,395.5,2
SKYFLAKES BEEF LOAF FAMILY SIZE,115.33,242.0,2
ALASKA SPAGHETTI SAUCE FAMILY SIZE,147.8,437.0,2
DATU PUTI SARDINES,140.2,327.0,2
Mega Soy Sauce Refill Pack,110.68,471.0,2
Reno Corned Beef Bottle,82.7,394.5,2
milo spaghetti sauce pack of 3,129.61,485.5,2
nescafe crackers refill pack,60.34,218.5,2
Eden Mayonnaise Pack of 3,209.07,312.0,2
MAGNOLIA BISCUITS BOTTLE,151.88,352.5,2
MEGA WAFER SACHET,118.71,469.0,2
CHIPPY VIENNA SAUSAGE REFILL PACK,63.18,295.0,2
Nova Chocolate Bar Bottle,137.82,507.0,2
Reno  Cookies  Family  Size,4659.38,346.0,2
Century Tuna Cookies Bottle,96.62,489.5,2
nova beef loaf pack of 3,149.88,301.0,2
selecta pancit canton bottle,57.91,270.5,2
LUCKY ME SALT PACK OF 3,166.78,416.5,2
Alaska Sardines,187.88,158.0,2
oishi biscuits pack of 3,123.44,319.0,2
lucky me pancit canton pack of 3,194.22,438.5,2
bear brand soy sauce bottle,143.67,124.5,2
CDO  Vienna  Sausage  Refill  Pack,207.72,570.5,2
Reno  Tomato  Sauce,93.56,161.5,2
Selecta  Cookies  Family  Size,153.12,263.0,2
C2  Wafer  Bottle,26.74,376.5,2
lucky me oatmeal bottle,190.43,402.0,2
Mega  Soy  Sauce,1319.1,301.0,2
Milo  Chocolate  Bar  Sachet,79.23,221.0,2
CDO Tomato Sauce Refill Pack,144.57,147.5,2
Milo Evaporated Milk Bottle,192.32,454.5,2
OISHI SALT PACK OF 3,233.26,386.0,2
Eden  Chocolate  Drink,85.3,356.5,2
Selecta  Instant  Coffee  Sachet,217.05,355.0,2
Eden Chocolate Drink Bottle,148.28,425.5,2
nescafe peanut butter family size,78.64,390.0,2
milo hotdog family size,55.22,476.0,2
Selecta Spaghetti Sauce Family Size,184.26,344.5,2
C2 CHOCOLATE BAR REFILL PACK,131.9,492.5,2
Magnolia  Tomato  Sauce  Pack  of  3,199.92,305.0,2
LUCKY ME HOTDOG FAMILY SIZE,139.82,475.0,2
555 HOTDOG BOTTLE,195.44,200.5,2
mega chocolate drink pack of 3,105.97,386.5,2
MONDE CHOCOLATE DRINK,153.62,460.5,2
Jack 'n Jill Sugar Sachet,69.27,413.0,2
del monte rice refill pack,96.46,383.5,2
argentina wafer family size,59.42,428.5,2
milo hotdog refill pack,174.02,445.5,2
chippy peanut butter family size,128.7,173.5,2
RENO WAFER PACK OF 3,196.53,477.0,2
selecta tuna flakes bottle,74.82,318.0,2
UFC RICE PACK OF 3,67.68,314.0,2
Argentina Spaghetti Sauce Pack of 3,122.1,158.5,2
Selecta  Mayonnaise  Sachet,155.52,159.0,2
Fita Cookies Pack of 3,197.54,143.0,2
Oishi Soy Sauce Bottle,101.73,492.5,2
Monde  Instant  Coffee  Bottle,230.64,382.0,2
Jack  'n  Jill  Instant  Coffee  Sachet,99.58,414.0,2
555  Salt  Bottle,192.58,411.5,2
san miguel instant coffee sachet,113.2,502.0,2
chippy cookies sachet,118.29,430.5,2
Chippy Shrimp Crackers,84.25,401.0,2
Argentina  Cheese  Bottle,182.14,277.5,2
alaska biscuits family size,87.31,483.5,2
Nova Crackers Bottle,110.29,342.5,2
Bear  Brand  Crackers  Bottle,70.47,247.0,2
magnolia cookies,96.72,383.0,2
Oishi Mayonnaise Refill Pack,189.71,394.0,1
MEGA VIENNA SAUSAGE FAMILY SIZE,128.5,415.0,1
UFC Toato Sauce,112.93,449.0,1
Gardenia  Evaporated  Milk  Sachet,246.88,354.0,1
Noa Beef Loaf,47.02,394.0,1
Eden Vienna Sausage Pack of 3,132.75,224.0,1
Eden Potato Chps,169.73,187.0,1
Monde  Tomato  Sauce  Sachet,141.07,210.0,1
C2 TOMATO SAUCE PACK OF 3,161.54,454.0,1
selecta cheese pack of 3,144.85,181.0,1
Del Mnte Vienna Sausage Bottle,71.96,106.0,1
Century Tuna Cookies Pack of 3,195.33,120.0,1
lucky me fruit juice pack of 3,243.08,176.0,1
Nov Chocolate Bar Sachet,68.61,481.0,1
Oishi Oatmel,54.07,94.0,1
Nova Salt Sachet,72.26,336.0,1
Selcta Oatmeal,249.42,586.0,1
Jack 'n Jill Pancit Canton Family Size,180.05,548.0,1
Del Monte Sugar Refill Pack,60.46,147.0,1
SkyFlakes Beef Loaf Pack of 3,209.78,201.0,1
ALASKA CHOCOLATE BAR SACHET,107.07,311.0,1
Chippy  Instant  Coffee  Bottle,128.25,209.0,1
PUREFOODS EVAPORATED MILK BOTTLE,124.02,519.0,1
NOVA TOMATO SAUCE PACK OF 3,153.01,295.0,1
555 COOKIES PACK OF 3,104.37,222.0,1
GARDENIA PEANUT BUTTER PACK OF 3,26.4,600.0,1
Milo Instant Coffe Bottle,178.91,369.0,1
CENTURY TUNA CORNED BEEF BOTTLE,147.84,501.0,1
Jack 'n Jill Potato Chips Pack of 3,247.08,504.0,1
Bear Brand Fruit Juice Pack of 3,112.86,204.0,1
San  Miguel  Condensed  Milk  Bottle,226.21,171.0,1
Eden Sugar Sachet,243.53,533.0,1
555 Corned Beef,72.12,401.0,1
CDO CHOCOLATE BAR BOTTLE,211.13,191.0,1
C2 Evaporated Milk Sachet,221.78,561.0,1
NOVA SUGAR SACHET,198.97,163.0,1
Nescafe  Peanut  Butter  Pack  of  3,192.61,451.0,1
NOVA SARDINES FAMILY SIZE,23.04,83.0,1
SKYFLAKES VIENNA SAUSAGE SACHET,147.55,547.0,1
Mega Evaporate Milk,242.03,245.0,1
Monde Sy Sauce,98.68,378.0,1
nova sugar refill pack,145.04,295.0,1
Fita Mayonnais Bottle,223.64,551.0,1
Purefoods Instan Coffee,62.74,428.0,1
Nescafe Cooking Oil Bottle,59.5,577.0,1
Oishi Tomato Saue,77.55,281.0,1
Gardenia Sugar Family Size,44.91,95.0,1
Purefoods Spaghetti Sauce Refill Pack,185.85,324.0,1
argentina evaporated milk family size,97.02,480.0,1
JACK 'N JILL TOMATO SAUCE SACHET,47.9,392.0,1
Mega Cooking Oil Bottle,196.83,104.0,1
Nescafe Crackers Pack of3,31.42,508.0,1
Lucky  Me  Pancit  Canton  Family  Size,100.5,420.0,1
SkyFlakes  Sugar  Pack  of  3,60.44,129.0,1
iattos Cookies,179.39,227.0,1
nescafe fruit juice sachet,54.28,428.0,1
555 CHEESE REFILL PACK,24.64,436.0,1
magnolia cheese pack of 3,225.36,542.0,1
Monde  Soy  Sauce  Pack  of  3,157.33,187.0,1
Datu  Puti  Wafer  Refill  Pack,187.91,335.0,1
Argentina Fruit Juice Sachet,102.16,97.0,1
Nestle Biscuis,19.7,304.0,1
Reno Eaporated Milk Bottle,100.71,479.0,1
cdo chocolate drink bottle,42.7,281.0,1
SKYFLAKES CONDENSED MILK BOTTLE,191.21,462.0,1
Purefoods Chocolate Drink Family Size,150.54,551.0,1
Chippy Evaporated Mlk Sachet,155.69,434.0,1
ALASKA OATMEAL BOTTLE,247.95,183.0,1
555 ChocolateBar,186.04,315.0,1
datu puti chocolate drink sachet,2034.0,114.0,1
San Miguel Crackes Bottle,113.96,350.0,1
Nova Hotog Family Size,26.55,561.0,1
Chippy  Tomato  Sauce  Family  Size,157.75,182.0,1
ufc crackers refill pack,154.93,497.0,1
del monte salt family size,201.01,162.0,1
Argentna Rice,187.51,541.0,1
Reno Sardine Family Size,85.5,418.0,1
cdo pancit canton pack of 3,39.25,305.0,1
Selecta Wafer Family Size,123.92,537.0,1
Selecta  Rice  Family  Size,114.61,109.0,1
Argentina Choolate Bar,7009.0,315.0,1
del monte cookies family size,23.26,195.0,1
oishi cookies bottle,88.75,318.0,1
SAN MIGUEL CHOCOLATE BAR PACK OF 3,225.93,367.0,1
Purefoods Beef Lof,89.16,158.0,1
Nova  Biscuits  Bottle,228.2,450.0,1
SkyFlakes Salt Refill Pack,94.58,400.0,1
bear brand cheese sachet,220.44,233.0,1
MILO SUGAR FAMILY SIZE,47.95,132.0,1
Piattos Chocolat Bar,108.72,355.0,1
SkyFlakes Fruit Juice Bottle,68.66,322.0,1
Eden Peanut Btter,118.79,119.0,1
chippy soy sauce pack of 3,142.38,392.0,1
alaska sardines refill pack,243.04,307.0,1
Argentina Oatmel,150.91,317.0,1
electa Potato Chips,21.59,345.0,1
DATU PUTI SHRIMP CRACKERS BOTTLE,171.27,502.0,1
C2 Spaghetti Sauce Pack of 3,218.68,295.0,1
BEAR BRAND SOY SAUCE FAMILY SIZE,86.01,600.0,1
mega soy sauce pack of 3,126.99,574.0,1
Magnolia Pancit Canton Refill Pack,90.35,580.0,1
Fita RiceFamily Size,172.74,120.0,1
Mlo Oatmeal,173.77,506.0,1
fita spaghetti sauce family size,118.09,436.0,1
Nestle Mayonnaise Pack of 3,200.6,575.0,1
Nova Fruit uice Pack of 3,238.14,146.0,1
555 pancit canton refill pack,91.84,332.0,1
fita vienna sausage bottle,180.27,468.0,1
Milo Sardines Pack o 3,95.11,586.0,1
Jack 'n Jill Cooking Oil Refill Pack,186.63,116.0,1
cdo sugar family size,196.34,198.0,1
milo salt family size,219.47,589.0,1
UFC Eaporated Milk Bottle,127.73,337.0,1
555 INSTANT COFFEE BOTTLE,142.94,462.0,1
Fita Condensed Milk Sahet,169.57,561.0,1
MONDE FRUIT JUICE,169.51,261.0,1
Lucky Me Coned Beef,207.21,107.0,1
nescafe crackers sachet,75.24,135.0,1
C2 CHOCOLATE DRINK REFILL PACK,29.03,410.0,1
Century Tuna Cooking Oil Refill Pack,214.24,82.0,1
UFC Mayonnaise Sachet,119.36,259.0,1
Monde Potato hips,215.09,586.0,1
nova corned beef bottle,197.77,374.0,1
FITA SUGAR PACK OF 3,190.69,484.0,1
