display_title,avg_price,avg_mileage,occurrence_count
Nissan Almer GXL,1972008.93,118284.0,1
Gely Ranger LE,775903.98,105431.0,1
Kia Civi GL URGENT,1575378.28,171207.0,1
Isuz BR-V LE,1332097.79,155023.0,1
Geely Ertig MT Preowned,1335917.97,213960.0,1
Chevrolet EcoSport VT,366618.7,184804.0,1
Chevrolet EcoSport GXLRUSH,992256.88,246226.0,1
Isuzu CR-V VG,1544763.28,42697.0,1
Toyota Tucson A,1460418.96,77666.0,1
Suzki EcoSport VGT,1923029.63,51029.0,1
Kia MU-X VGT EGO,1440239.79,4766.0,1
Suzuk Navara GXL,1784331.6,178765.0,1
Toyta Accent XLE,579250.73,238760.0,1
Chevrolet Vios GT,1275468.12,97838.0,1
Suzuki Xpader Sport,1467202.76,148997.0,1
Hoda EcoSport GL,1011892.67,153295.0,1
Toyota Civic URGET,364395.71,182383.0,1
MG Picanto GX,813651.19,39481.0,1
Mitsubishi Wigo MT NEG,1085891.24,68264.0,1
Kia Navara E,214542.68,109002.0,1
Nssan Fortuner MT,428042.95,242210.0,1
Suzuk Ertiga GLX,1282332.48,51987.0,1
Szuki Tucson MT Negotiable,1495935.89,37357.0,1
Suzuki Navara URENT,452382.31,103014.0,1
Mazda Mirage URENT,1262288.45,161236.0,1
Nissan Inova XLE URGENT,510570.36,94724.0,1
Honda Xpander AT Neg,1986756.07,28782.0,1
ToyotaInnova GL,1652636.84,105297.0,1
M Accent GL,1708359.33,100323.0,1
MG Ranger GT,1202563.92,20021.0,1
FotonFortuner GLX,409615.48,231570.0,1
Isuzu C-V XLE Preowned,1768310.85,105547.0,1
azda Sportage XLE,430498.81,183277.0,1
Nissan Vios T,713204.49,1619.0,1
Szuki Innova Sport,1914240.66,22531.0,1
Mtsubishi HR-V GL,1915142.47,87404.0,1
Ford CR-V A,1417452.82,232388.0,1
Hyundai Fortune Sport,1091744.69,147315.0,1
MG HR-V GLX Certifie,1904675.08,240336.0,1
Ford Tucson Sort,273900.55,41557.0,1
Kia Civic NEG,1038030.76,20280.0,1
MazdaTucson GXL,757693.97,154571.0,1
FotonCX-5 LE,1314139.33,194610.0,1
Mitsuishi Wigo RUSH,720302.33,84954.0,1
Iuzu Sportage Sport,966804.38,127829.0,1
Ford Tucsn AT,596311.96,202846.0,1
MG Tucson Certfied,1051148.02,206428.0,1
Mitsubish Innova VGT,590937.62,212292.0,1
Mitsubshi EcoSport Sport URGENT,1752932.92,67359.0,1
Suzki MU-X GL,1909660.25,26774.0,1
Mitsuishi Ranger VGT,1567097.51,56476.0,1
Geey Civic VGT,1788715.3,221741.0,1
Fton CX-5 MT,1111910.89,135659.0,1
Geely Picanto Spor RUSH,276190.41,190510.0,1
Toyota Mirage URENT,1991778.55,155333.0,1
Fotn Ertiga GLX,728520.22,82961.0,1
Maza Xpander GXL,1464239.69,30771.0,1
Hyundai Tucson MT Prewned,1069900.29,135913.0,1
Foton Sortage GL,1615516.45,222687.0,1
hevrolet Vios GXL,1494051.48,186592.0,1
Hyundai Wig VGT,704892.15,199186.0,1
Foton AlmeraGL,959629.36,106333.0,1
Honda nnova GLX,1092802.86,14602.0,1
Isuz Xpander VGT,1130798.41,724.0,1
hevrolet City Sport,863630.83,49975.0,1
Frd CX-5 GL,1514102.14,81345.0,1
Honda Nvara AT,192016.57,232287.0,1
Toyota EcoSport XE,1039113.96,229740.0,1
Chevrolet Mntero Sport XLE Preowned,797089.84,198876.0,1
Nissan Almer XLE,176047.46,225152.0,1
Honda Ertga AT,539177.62,44004.0,1
Kia NavaraNEGO,191046.56,75685.0,1
MG MirageGLX,1159386.4,236044.0,1
Honda Almer GLX,851419.79,157531.0,1
Ford Navara VGTNegotiable,1739496.62,117301.0,1
Nissan Mirae MT,1255234.93,114973.0,1
eely Accent Sport,703654.02,215888.0,1
MG CR-V Preowne,1245732.2,172526.0,1
Suuki CX-5 VGT,1570540.19,238086.0,1
Frd CX-5 LE,1503857.33,143339.0,1
Toyota Ertiga VG,1867910.6,143525.0,1
uzuki Navara GXL Preowned,164183.03,235694.0,1
Toyota Vis Sport URGENT,1133043.78,211214.0,1
Mitsubishi City GLX Preowed,1125620.43,134518.0,1
Hnda Vios AT,967587.04,58696.0,1
Mazda D-Max Certifie,1488045.05,156646.0,1
HondaErtiga VGT,1445634.85,195347.0,1
Nissan Vios MTPreowned,373496.43,1837.0,1
Hyudai Sportage Sport,1066138.03,56720.0,1
Toyota MU-X T,1946856.29,157803.0,1
Ford Navar Sport,1747137.21,106359.0,1
Toyota Almera GX Negotiable,1322281.6,157225.0,1
Hona Ranger MT,1157971.28,97920.0,1
Chvrolet Fortuner GL,1372354.23,141604.0,1
Chevrolet Alera,1914534.5,7547.0,1
MG CivicMT,1188449.5,90346.0,1
MG HR- LE,154012.33,234497.0,1
Suzki Wigo GXL,855002.54,239224.0,1
Honda D-Max XL RUSH,414630.91,63147.0,1
Mitsubishi Ranger XL,1415996.67,202306.0,1
Chevrolet Vios XL,318325.47,119165.0,1
Toyota Accnt Sport,1490690.12,11538.0,1
Chevrlet D-Max GXL,287965.4,119153.0,1
IsuzuWigo XLE Negotiable,953552.13,244534.0,1
Hyundai Sportae LE,1639654.69,35968.0,1
Kia Xpnder GLX RUSH,1501714.58,154192.0,1
hevrolet City AT,1611170.78,44668.0,1
MG Innoa LE Certified,829539.65,26048.0,1
Geey HR-V XLE,462484.12,202416.0,1
MG Mirage RGENT,584641.63,81219.0,1
Hundai Wigo XLE,1256391.23,212560.0,1
Honda NavaraMT,1299355.05,234959.0,1
Hyundai Picanto Neg,1694724.81,168961.0,1
Toyota NavaraSport,1841203.33,55947.0,1
GeelyPicanto AT,614745.31,129870.0,1
FordPicanto Sport,1730496.99,225464.0,1
Mazda CX-5 ATRUSH,347000.9,37894.0,1
Honda CR- VGT,860734.16,219933.0,1
Hyundi Fortuner LE,244240.35,124257.0,1
Toyoa Ranger MT,1534823.86,202525.0,1
Nissan B-V GL,221032.47,29476.0,1
Geely EcoSpor AT,541705.7,55054.0,1
Honda InnovaAT,214638.84,18346.0,1
Mazda Almera MT Certifed,1039092.01,216115.0,1
Kia Sprtage GXL,1932650.59,225546.0,1
Kia Fortuner VGT Ngotiable,401160.17,17896.0,1
Ford CR-V Spor Nego,1265748.04,249641.0,1
Kia Picanto G,1709976.21,207945.0,1
Chevroet Mirage XLE,1161438.09,187900.0,1
Nissa CR-V GXL,196159.95,93841.0,1
Kia Acent Sport,1501222.57,205279.0,1
Toyota HR-V L,1391865.4,69486.0,1
Geely MU-X RSH,1750266.89,132517.0,1
Suzuki Accet GXL,1073905.44,92534.0,1
Chevrolet ccent MT Nego,1209625.47,150403.0,1
Toyota Innova Preowed,706336.47,243591.0,1
Fod Accent MT,944060.49,132507.0,1
Honda avara,185598.96,7729.0,1
Mitsubishi D-ax LE,324750.03,75204.0,1
Toyota Accet Sport,1015198.92,150860.0,1
Mitsubishi Innva XLE,1429620.93,225303.0,1
MitsubishiVios MT,939249.31,199212.0,1
MGAccent MT,535438.28,183198.0,1
Kia Ranger XLE Cetified,786350.6,84561.0,1
MG Navara GL Negotiale,1026803.38,70899.0,1
Ford WigoCertified,607185.37,189596.0,1
MG Innova AT Negotiabe,682835.41,56205.0,1
MG Ertiga MT reowned,1287482.21,150097.0,1
Geely AlmeraLE,212380.31,209832.0,1
Frd HR-V GXL,1377889.81,47425.0,1
Ford Mirage T,1548272.14,46728.0,1
MG Fortune GLX,1786533.39,151238.0,1
Honda Civic NEG,847739.28,99149.0,1
MG Mirage L,1866362.12,195306.0,1
Foton Mirage VGTURGENT,1374460.07,164019.0,1
Hyundi Civic GXL Preowned,1895441.42,139828.0,1
Suzuki Spotage AT,1183392.32,119816.0,1
Suzuki D-Ma MT,325136.37,117058.0,1
Iszu MU-X MT,317647.2,108421.0,1
G MU-X AT,728952.74,4994.0,1
Isuz Mirage GLX,443387.4,85794.0,1
Geely Picanto Negtiable,1285202.67,178733.0,1
Fod Civic GXL,1579678.39,238629.0,1
Toota Montero Sport Sport,628887.58,207049.0,1
Isuzu MirageNEGO,1917144.4,53715.0,1
Maza Accent GL NEGO,216498.57,103770.0,1
MG Ertiga AT Negtiable,1545506.1,173629.0,1
Ford CivicNEGO,238849.27,42612.0,1
Mazda Ertiga T,279485.65,110997.0,1
MitsubishiBR-V,1009599.04,85187.0,1
Isuzu Almera Ngotiable,1523070.93,111191.0,1
Honda Monero Sport XLE,1802791.35,245965.0,1
MG TucsonGL,1326391.17,163477.0,1
Mazda portage GL Preowned,944203.51,192584.0,1
eely Accent LE,492538.62,63695.0,1
Hyndai Sportage MT,847628.85,149304.0,1
Honda ios GL,1852031.54,158180.0,1
Toyota Spotage GLX,200941.25,234946.0,1
Mitsubishi Accent T,1441274.03,26703.0,1
Kia Monter Sport GL,1940658.45,185853.0,1
Suzui Sportage XLE,1569213.68,35395.0,1
Kia EoSport AT,1358456.14,82553.0,1
Mazd EcoSport AT,350875.25,100729.0,1
Ford Navara XLE RSH,462302.93,69986.0,1
Iuzu Sportage MT,776279.19,94182.0,1
Mitsuishi Ertiga,1635839.38,30743.0,1
Suzuki Ertiga GXLNegotiable,1305806.19,70966.0,1
HyundaiAccent MT Preowned,1250401.87,195393.0,1
MG Fortuner L,1291735.92,155366.0,1
Mitsubisi CX-5 LE URGENT,281676.66,28595.0,1
oyota Sportage VGT,615124.67,6951.0,1
ia Vios XLE,1723705.46,1552.0,1
MG D-Max GL egotiable,1159480.93,17724.0,1
Fod City GL,1133424.53,133465.0,1
Mazda HR-V RUH,1770847.59,134793.0,1
Suzuki Sportage Sport UGENT,275085.45,217687.0,1
Hyundai D-Max Preowne,361271.48,236619.0,1
ToyotaCR-V LE,1779985.48,40480.0,1
Isuzu Xpander GT,365897.5,90910.0,1
Kia Montero Sport XL,533765.66,9009.0,1
IsuzuCity XLE,421391.06,222998.0,1
Hyundai Acent GXL,574504.99,9870.0,1
Nissa Xpander GXL,908027.68,97811.0,1
Toyta Picanto XLE,1817186.85,193295.0,1
Isuzu City GT,508590.56,45754.0,1
Toyota Vios RSH,1722870.65,11040.0,1
MG Sportage Sport Peowned,225300.56,87222.0,1
oyota CX-5 VGT,1886123.98,65076.0,1
Toyota Xpander Sport egotiable,443932.73,180605.0,1
Hyundai CX-5 Preowed,917481.5,104987.0,1
Geely Civic GXL Preoned,640569.92,47352.0,1
Kia Accnt LE,1402628.76,52449.0,1
Foton Cvic GXL NEGO,1898066.65,195360.0,1
Cherolet Accent GXL,1930803.33,128849.0,1
Nissan NavaraSport,893425.41,134416.0,1
Kia D-Max M,1827807.85,32980.0,1
Hyundai Vios A,1164672.06,59274.0,1
MG Fortuner XLE Cerified,163127.22,176026.0,1
Foton City LX Nego,1410307.48,202630.0,1
Misubishi Wigo LE,494863.97,235107.0,1
Foton TucsonLE,685605.81,22908.0,1
Mazda D-Max T Nego,1529859.77,83174.0,1
Szuki City Sport,733584.31,198450.0,1
Hyundi CR-V MT Nego,1431123.57,247800.0,1
Isuzu Vio Sport,394750.98,59365.0,1
Hyundai EcoSpot VGT NEGO,1779528.67,132138.0,1
yundai D-Max VGT,1014434.58,68675.0,1
Ford City VGT Cerified,978344.74,179695.0,1
Fotn Wigo GL,1905917.72,36640.0,1
Mazd Ertiga MT,1369259.28,216222.0,1
Kia Xpander AT Negotiabe,840861.86,69307.0,1
azda Wigo MT,1316994.84,190941.0,1
Hyunda CR-V Sport RUSH,275872.46,211886.0,1
Hyundai Pcanto GLX,188957.69,56113.0,1
Hyundai Wigo MTNego,1901227.66,208421.0,1
Fod Mirage LE,593352.09,129165.0,1
Mitsubishi Montero Sprt AT Negotiable,1444150.69,75564.0,1
Nissan BR-VMT,1787929.92,48296.0,1
Geely XpanderSport,1864837.13,114663.0,1
oyota Sportage AT,1900095.61,188389.0,1
Kia Navara port,157015.76,131942.0,1
Nissan FortunerLE,1252722.01,150434.0,1
Suzuki Fortuer AT,1017299.54,102244.0,1
Kia Pcanto AT,1713187.83,71889.0,1
Kia Mirage Preownd,1953177.84,189309.0,1
Ford Mirae VGT,1267009.16,122052.0,1
Hoda Civic AT,775239.88,207835.0,1
suzu CR-V VGT,1691656.38,188310.0,1
Honda Ertig AT,1733187.4,201144.0,1
Suzui Wigo VGT,1932625.95,235658.0,1
Honda Tucson Preowed,1475513.7,200194.0,1
Mitsubishi D-Ma GXL Certified,1526333.19,46867.0,1
Hona CX-5 GLX URGENT,1578754.97,152899.0,1
Kia Cit LE,208542.24,54644.0,1
Isuzu Wigo GT,1025522.04,118034.0,1
Toyota SportageGXL,1223978.07,52936.0,1
Kia ViosURGENT,1241235.38,14106.0,1
Kia Inova XLE,1676144.2,195120.0,1
Mitsubishi -Max GLX,1161505.85,201629.0,1
Hyundai BR-V URENT,1293054.41,93570.0,1
Chevrolet Mirage E,1074288.19,6193.0,1
Mitsubishi HR-V XL,1202009.43,206879.0,1
Hyundai CivicNego,354774.45,236825.0,1
Toyota Wigo GX,166266.2,1086.0,1
MG Wgo XLE NEGO,677293.02,76680.0,1
Chevrolet Sportge,1220075.89,97139.0,1
Ford Wigo XE NEGO,1500508.21,70677.0,1
Toyota HR-V M,1192201.15,29074.0,1
HondaMirage GL,1478245.25,159917.0,1
Isuzu CX-5 T Certified,939165.69,206814.0,1
hevrolet Wigo GLX,595299.9,214810.0,1
Isuzu EcoSort LE,1077135.38,222493.0,1
Nisan Xpander AT,1300057.15,172066.0,1
Nssan Navara VGT,1618594.71,128138.0,1
Nissan Navara URENT,1670522.34,13683.0,1
Ford Ertiga GLPreowned,811649.06,223756.0,1
Suzui Mirage MT,811525.87,74961.0,1
MG Navara M,1521783.34,167154.0,1
Geely Civic Sort,767474.0,131727.0,1
Mazda Mirage Neotiable,990076.82,2970.0,1
Hyundai Fortuner E,1112888.19,110190.0,1
Kia CR-V RGENT,1123409.62,239915.0,1
Geely MU-X Spot,570411.29,62647.0,1
Mazda Montero Spor GL,1283956.63,68243.0,1
Ford Navara GT,590329.36,203032.0,1
Mazda Accen GXL,1065270.67,47326.0,1
Chevrolet MU-X GLX Preowne,1998180.1,58957.0,1
Ford EcoSportGL,571101.91,46544.0,1
Chevrolet TucsonLE RUSH,1811725.02,116722.0,1
Mazda icanto XLE,1657425.36,242275.0,1
Geely -Max VGT,314338.98,28396.0,1
Mitsubishi Ertiga E,1784773.81,132991.0,1
MG CX5 AT,938036.88,65309.0,1
Nissan CX- XLE Certified,362531.26,61218.0,1
Mitsubishi CR-V NEG,1563369.48,230021.0,1
Hyundai MU-X Preoned,233233.53,101146.0,1
Chevolet City VGT,474597.59,10781.0,1
Nissan lmera GXL,1003114.2,212273.0,1
Ford EcoSport Ngotiable,300748.22,35032.0,1
Kia Almera NGO,299232.7,86316.0,1
Mazda HR-V MT URGNT,1747291.93,31785.0,1
Honda Innova VG RUSH,1086445.79,198487.0,1
Hyudai Civic GL,405701.39,15529.0,1
Toyota Mirage E,905411.07,159183.0,1
Kia Wig GL,1335067.26,41409.0,1
Tyota Xpander GXL RUSH,1010727.4,119781.0,1
Chevrolet CR-V egotiable,1342132.09,87179.0,1
Mitsubishi FortunerMT,1622113.82,64135.0,1
Mitsubishi Miage VGT,1514222.7,32593.0,1
Isuzu Picanto URGNT,957011.48,160172.0,1
Mitsubishi Ertiga Neg,1096419.31,64922.0,1
Toyota Vios VT,327457.6,73915.0,1
Mitsubishi Wig AT,1990510.03,58847.0,1
Honda Tucson GXLNego,1208045.04,78888.0,1
Ford Vios Prowned,1546917.99,20084.0,1
MG ios GL,807493.16,137230.0,1
Chevrolet Picano,922722.23,11277.0,1
Geely Accent Negotiabe,547053.69,53564.0,1
Chevrolet Rager XLE,1348037.58,32556.0,1
Hoda Innova XLE,619598.96,4609.0,1
Mitsuishi Civic GLX,1597254.46,33951.0,1
Mazda MU- AT,409137.03,197490.0,1
Suzuki Montero Spot LE,496550.24,57993.0,1
uzuki EcoSport GLX,760100.45,152115.0,1
Chevrolet Fortune XLE,1232949.43,42535.0,1
oton Montero Sport Sport,1753459.7,41504.0,1
Ford Ciic VGT Nego,1613904.38,75387.0,1
MG HR-V GX,1509860.0,202538.0,1
Isuzu RangerXLE,1345284.21,83135.0,1
Foton Civi GXL,1869631.3,35974.0,1
Iszu Ertiga MT URGENT,1888125.08,96761.0,1
Geel Sportage XLE Nego,619366.02,103042.0,1
Ford Sportag GL,1263289.34,221765.0,1
Ford Accent URENT,219735.14,155484.0,1
Honda CR-V GLX URENT,180700.58,99625.0,1
Honda Picanto ertified,1907501.75,233141.0,1
Toyota Tucson VGT Cetified,359008.91,212795.0,1
Mazd Innova MT,647816.61,34508.0,1
Hyundai Civc MT Nego,1195396.16,70462.0,1
Hyundai icanto GLX,1397064.22,213584.0,1
Chevrolet MU-X Cetified,791672.64,91353.0,1
MG City M Negotiable,732735.4,95537.0,1
Geel Picanto LE,665822.3,168261.0,1
Kia Raner Sport,1866080.87,113168.0,1
Ford Sortage GL URGENT,549050.49,120932.0,1
Hyunai Tucson GLX URGENT,229811.99,82225.0,1
Fod Fortuner XLE,635046.78,118386.0,1
Honda MU-X XLE Negotiale,1367073.51,178376.0,1
Geely Tucon GL,1660684.0,127872.0,1
Mzda Navara XLE,1172645.45,218687.0,1
ToyotaMirage VGT,1490390.81,73967.0,1
Mazda CR- VGT,342088.69,26325.0,1
Mazda CR-V MT URGNT,1513370.0,217986.0,1
issan Navara LE,1181222.47,31290.0,1
Hyundai CR-V LEPreowned,1757075.28,110777.0,1
HyundaiMU-X MT,1231804.46,31930.0,1
Nisan Xpander Sport,1650866.18,67537.0,1
Chevrolt Sportage GLX NEGO,1418686.88,122548.0,1
NissanInnova MT,1360338.31,72630.0,1
Mitsubishi Innva GXL,930825.98,29780.0,1
Toyota EcSport GLX,631328.9,78199.0,1
Suzuki Montero Sport XL,1719066.73,23274.0,1
MG CR-V XE,351112.62,86247.0,1
Nssan Tucson GXL Preowned,1967147.89,93719.0,1
Frd Picanto AT,1299602.69,32361.0,1
Mitsubshi Tucson Sport,1552602.58,43702.0,1
Ford Ertga GL URGENT,1781752.84,194012.0,1
Honda avara AT,1507809.17,21676.0,1
Foton R-V MT,1817274.83,227439.0,1
Mada HR-V MT,259497.08,92473.0,1
Isuu Vios LE,543686.3,30659.0,1
Fotn Navara GL,956387.29,178034.0,1
MG Navra Sport,635270.13,142850.0,1
Foton EcoSpor VGT NEGO,1373127.94,114472.0,1
Hyundai Vios VG Nego,295018.47,84314.0,1
Hundai MU-X XLE RUSH,189874.52,232542.0,1
Geely Innov VGT,1669278.6,242048.0,1
GeelyTucson GL,1589289.95,121224.0,1
Hyundi D-Max XLE,611152.38,175356.0,1
Hyundai Wgo XLE,1931797.87,113301.0,1
FotonInnova GLX,1670335.78,239630.0,1
MG CX-5URGENT,325193.17,243054.0,1
Geel HR-V Sport,1182436.83,13247.0,1
Isuz Wigo AT,813000.35,236761.0,1
ord Navara GLX Nego,716958.03,195050.0,1
Chevrolet Picanto XLE Certfied,1096516.7,231775.0,1
Szuki Almera XLE,1463704.74,215987.0,1
Geely Montero Sport GLX NEO,1167707.96,246503.0,1
Geely City MTNego,1189868.22,218538.0,1
Honda Wgo Sport,764469.35,230270.0,1
Suzuki City Certiied,1018029.11,93486.0,1
Honda R-V XLE RUSH,1582578.24,136656.0,1
Toyota Mirae GLX,556000.9,176866.0,1
Isuzu Navara XL,1330119.36,97155.0,1
Suzuki EcSport GLX,1367303.01,43528.0,1
MG EcoSpor AT,1588461.59,90683.0,1
Cherolet Tucson Sport,1797317.99,186200.0,1
Foton Montero Sport AT Certiied,1824971.93,224163.0,1
Toyota Vio GXL,1681911.87,49988.0,1
Honda MU-X Certfied,806394.1,8064.0,1
Nissan Fortuner LE reowned,1699724.59,52779.0,1
Mitsubisi Innova VGT,1641111.73,188865.0,1
MG Almera LE NEG,196689.31,99634.0,1
Geely City GL reowned,682181.75,11293.0,1
Mazda EcoSprt LE,1515347.64,39082.0,1
Foton Innova AT Neo,164064.4,15849.0,1
Mazda Accent G,1278233.05,115137.0,1
Nissan Ranger T,457505.83,241797.0,1
Mazda Picanto A,1553982.53,76804.0,1
Suzuki Wigo GT,228153.5,143894.0,1
Ki Ertiga VGT Negotiable,326968.06,67942.0,1
MG Cit XLE,1996394.13,34466.0,1
Geely Ciic GL,415407.19,116967.0,1
ChevroletD-Max VGT,1603858.19,55572.0,1
Gely Fortuner GLX,184204.74,130620.0,1
HyundaiFortuner Sport Certified,195324.51,80814.0,1
Suzuki RangerGLX,918321.81,78065.0,1
Mitsubishi Ranger VGT Negotiabe,835651.09,85260.0,1
MG Amera GLX Preowned,1103608.53,30445.0,1
Toyota lmera XLE,1883202.8,17828.0,1
uzuki Picanto Sport,262603.39,60068.0,1
Foton Innva MT Certified,785357.51,99322.0,1
Honda Picanto VGT Crtified,737597.16,180585.0,1
Geely Fortuner Sort,594390.03,242125.0,1
Hyundai Montero SportVGT NEGO,1995488.19,45312.0,1
IsuzuVios MT,966391.33,96839.0,1
Hnda Ertiga GXL,1471710.26,39156.0,1
Chevrolet Almera Sort,973087.78,8129.0,1
Toyota InnovaGLX,874911.45,25143.0,1
Chevrolet CR-V MT UGENT,806452.49,198742.0,1
ToyotaCR-V AT,1512727.14,237487.0,1
Mitsubishi MU- AT,1164688.26,48497.0,1
Kia Miage LE URGENT,1929518.31,103496.0,1
Nissan Xpander VT,1493014.44,140996.0,1
Ford Mirage Negotible,1117270.7,147844.0,1
Honda nnova GL,1579628.52,54565.0,1
Honda HR-V M,1728908.97,94462.0,1
Hyundi City AT,1071241.76,249759.0,1
ia CX-5 GL RUSH,191647.72,34708.0,1
Mitsubishi CR-V SportCertified,1820335.19,142288.0,1
Kia Range GLX RUSH,1716577.65,37726.0,1
Geely Innova Spor,1342445.51,134376.0,1
Nissan MU- Sport,1889980.39,122303.0,1
MitsubishiNavara MT RUSH,877809.09,193810.0,1
Hnda BR-V VGT,1698549.64,242586.0,1
Foton Sportage XE,1074925.33,67895.0,1
Isuu Tucson VGT,1447386.58,168206.0,1
Fton Ertiga Sport,486645.06,157543.0,1
Geely Xpandr XLE,1278039.13,244307.0,1
Nisan Xpander VGT,923689.02,194018.0,1
Chevrolet Range LE,466313.91,77616.0,1
Honda Xpande VGT,1001342.92,60652.0,1
Mitsubisi Montero Sport GL Negotiable,1554890.29,62125.0,1
Hyundai M-X VGT Nego,1516161.28,139865.0,1
GeelyWigo GXL,1746440.59,229045.0,1
Geely Vios GT,437347.46,229551.0,1
Geely Montero Sport LEURGENT,1568712.62,115843.0,1
Mazda MirageSport NEGO,366174.17,126024.0,1
Isuzu Accent Negotiabe,1495724.57,187412.0,1
Mitsubishi MirageXLE,1765783.29,231350.0,1
Ford HR-VVGT,1335461.53,137452.0,1
Mazda Navara Spot,494667.08,63824.0,1
MG Mirage Sport ego,1993051.22,90311.0,1
Geely CR-V Spot,1810291.76,70373.0,1
Hyundai Cvic GL,446593.72,143401.0,1
MG FortunerNEGO,879735.0,188585.0,1
Mazda ivic GLX,1280304.48,183855.0,1
Misubishi Innova XLE Preowned,1588785.38,156085.0,1
Suzuki X-5 VGT,1245081.42,107032.0,1
Honda U-X GL Certified,1957698.33,84610.0,1
Ford Cvic MT,1495231.85,215496.0,1
Toyot Civic MT,856753.22,26804.0,1
Toyota Fortuner RUS,520379.38,243317.0,1
Mitsubishi rtiga MT,1969644.44,193623.0,1
Mtsubishi BR-V Sport,1508661.12,195890.0,1
Toyota City VT Preowned,1834066.43,39816.0,1
Mitsubishi BR-V NEO,1934749.64,159420.0,1
Foton CX5 GXL Certified,934479.9,102983.0,1
GeelySportage MT,1439604.23,24292.0,1
Mazda D-MaxGXL,344688.9,62855.0,1
Hyundai D-MaxSport,996090.27,70434.0,1
Isuz EcoSport LE,1629518.97,15751.0,1
uzuki HR-V Sport,1691922.72,165981.0,1
Hundai Almera XLE,1263806.86,196393.0,1
Kia CX-5 GL Negoiable,1352362.54,24406.0,1
MG Fortune VGT,188943.49,54641.0,1
Kia Civic Sport reowned,1045793.24,39331.0,1
Foton HR-V AT NGO,748834.94,128193.0,1
MG MU-X XLE NEO,1621636.23,242196.0,1
Honda Picanto GT,1265345.42,75272.0,1
IsuzuBR-V LE,1639394.18,88646.0,1
G Mirage GXL RUSH,1478046.39,146961.0,1
Maza CX-5 GLX URGENT,1022926.27,30733.0,1
Hyundai Ertig VGT Nego,1620133.92,31580.0,1
Isuzu SportageRUSH,1360033.24,73962.0,1
Mada Ertiga LE,820155.96,242440.0,1
Kia Innoa GLX,724544.79,246490.0,1
Foton Almera Sort,1905020.76,73913.0,1
Honda Cty LE,1618003.39,102608.0,1
Honda R-V GL,1956265.92,54550.0,1
MazdaCR-V MT,1636121.78,144277.0,1
Chevrolet EcoSprt GLX,1556551.5,155812.0,1
IsuzuNavara VGT,243933.63,39438.0,1
onda Xpander LE RUSH,980046.13,192404.0,1
Suzuki Civc Sport,1401965.31,226581.0,1
Chevrolet anger VGT,1266875.51,110456.0,1
Honda Fortner VGT,294391.81,111089.0,1
Hyundai Ertig,823054.4,127098.0,1
Nissan Mntero Sport VGT Nego,1620404.25,118821.0,1
Isuz MU-X VGT Negotiable,1802332.86,222851.0,1
Geely avara AT,1348472.02,11597.0,1
Mitsuishi Accent XLE,725837.85,13802.0,1
Honda Civic Sport USH,696003.55,219636.0,1
Isuzu Almea VGT Preowned,504393.92,31060.0,1
Chevrolet Navara MT Negotiabl,1693300.64,198264.0,1
Kia FortunerMT,548150.73,198872.0,1
Fod CR-V AT Certified,1164465.61,103068.0,1
Geely AccentGLX Preowned,1532962.22,235527.0,1
Nissan CX-5 A,1869429.86,231924.0,1
Isuzu Fortuner G,681586.35,155438.0,1
Foton HR-V VT NEGO,446080.01,194160.0,1
Geely Xpaner XLE,1760900.9,78255.0,1
Foton Rnger XLE,741951.92,108760.0,1
MG Fortuner LX,236633.58,91177.0,1
Hoda BR-V MT NEGO,673075.81,135831.0,1
Nssan Vios VGT Preowned,1865588.31,180861.0,1
MG Accen MT NEGO,548093.14,122201.0,1
Suzuki Innova GLX Cetified,1112514.69,176193.0,1
Nissan Fortuer GL,1676186.65,247015.0,1
HondaTucson XLE,670830.05,1750.0,1
Geely CX5 GXL,1077242.79,34690.0,1
Mitsubishi Ertia GLX,1665166.69,89746.0,1
Geely EcoSport GXL Preowne,880230.7,47383.0,1
Honda Miage AT,1233904.6,56298.0,1
Toota CX-5 VGT URGENT,609948.49,149884.0,1
Kia anger LE NEGO,807512.93,223590.0,1
Foton BR-V port Negotiable,1608970.54,51979.0,1
oyota Vios GXL Certified,1159186.05,162757.0,1
Geely Mirage GXL Ngotiable,776708.92,127709.0,1
Fotn BR-V MT,1069323.78,151523.0,1
MGCivic MT,653567.85,22780.0,1
Chevrolet Navara XL,1322916.02,82529.0,1
MG Raner GL,262902.01,134956.0,1
Frd Picanto GXL,192526.06,9189.0,1
Hyundai Tucson RGENT,409302.08,186672.0,1
Geel Tucson XLE Certified,371675.77,96199.0,1
Hyudai MU-X VGT Certified,778607.71,72019.0,1
Hona CX-5 GL,1831316.18,177746.0,1
Chevrolet Sportage M,1244466.65,232797.0,1
Mitsubshi Accent AT,753142.49,66544.0,1
Hond Montero Sport LE,182903.73,49311.0,1
Isuzu CX-5 URGEN,1676161.79,192791.0,1
Geely Mirage GX,1265168.02,85265.0,1
Hond Sportage XLE,1521294.0,67984.0,1
yundai CR-V NEGO,901663.92,185292.0,1
suzu Mirage AT,290075.41,76458.0,1
Foton Ranger G,1306279.5,23046.0,1
Chevrolet WigoSport,867013.26,144496.0,1
Foton MirageSport,1100016.81,11911.0,1
Geely Navara Preowed,815955.19,4926.0,1
hevrolet Ertiga GLX Certified,368928.95,191052.0,1
Geely Almer AT Negotiable,1218796.92,216406.0,1
