Listing_ID,Car_Title,Price_Raw,Source_Platform,Date_Scraped,Mileage_Raw
16935,Ford  Almera,1236520.25,AutoDeal,2024-03-01,88529 km
16936,Mitsubishi Innova,388736.48,SM Auto,2024-03-24,249920km
16937,Mazda Picanto Nego,1039920.97,Local Dealer,2024-03-09,181563 km
16938,honda ertiga,1223650.43 php,Facebook Marketplace,2024-03-16,24002 km
16939,mazda ertiga xle,$1286189.19,Local Dealer,2024-03-02,"24,158 KM"
16940,Geey Civic GLX,703337.31,SM Auto,2024-03-22,"66,767 KM"
16941,Toyota  MU-X,1670948.42,AutoDeal,2024-03-08,
16942,onda Xpander,$399474.35,Facebook Marketplace,2024-03-14,
16943,ISUZU CX-5,$336740.92,Honda Cars Pre-Owned,2024-03-17,28310 km
16944,Ford Xpander AT,$950881.90,AutoDeal,2024-03-04,18106km
16945,geely ecosport,$1750310.95,AutoDeal,2024-03-19,125015km
16946,Geely Innova LE EGO,1078979.15,Carmudi,2024-03-15,192264 km
16947,MG Ranger VGT,952953.83,Honda Cars Pre-Owned,2024-03-20,
16948,Suzuki Ertiga AT,"524546,60",Toyota Certified Pre-Owned,2024-03-13,"204,160 KM"
16949,kia fortuner,394195.53,Carmudi,2024-03-05,38313 km
16950,Geely  Ranger,,AutoDeal,2024-03-20,197302km
16951,MG CITY,128234208,Local Dealer,2024-03-11,207861 km
16952,chevrolet ecosport,1379275.91,Toyota Certified Pre-Owned,2024-03-25,205041km
16953,Chevrlet Picanto,674695.61,Facebook Marketplace,2024-03-18,
16954,kia hr-v certified,1580218.30 php,SM Auto,2024-03-02,
16955,mg cx-5 at,$737435.22,Facebook Marketplace,2024-03-20,192135 km
16956,mg navara glx,443257.89,Carmudi,2024-03-01,234583 kms
16957,mitsubishi tucson,1876564.97,Honda Cars Pre-Owned,2024-03-08,
16958,Isuu CR-V,748603.32,SM Auto,2024-03-25,167499 kms
16959,ford hr-v,316119.23,OLX,2024-03-22,200652 km
16960,Isuzu EcoSport,$478149.28,Carmudi,2024-03-19,7487 km
16961,FOTON MONTERO SPORT,1524587.41,AutoDeal,2024-03-24,179857km
16962,GEELY SPORTAGE,1474357.60,Toyota Certified Pre-Owned,2024-03-24,989 km
16963,suzuki br-v gxl,1534191.88,Honda Cars Pre-Owned,2024-03-24,206506 km
16964,Foton Picanto LE,$860805.06,OLX,2024-03-20,222876 km
16965,Foton  Vios  Negotiable,"1779292,85",Facebook Marketplace,2024-03-09,221785km
16966,Foton Xpander Sport,1274593.29,SM Auto,2024-03-06,154845 km
16967,chevrolet innova le,$330358.99,AutoDeal,2024-03-27,219735 km
16968,toyota cr-v urgent,1352562.38,AutoDeal,2024-03-27,46297 kms
16969,Toyota Montero Sport,1912326.36,Local Dealer,2024-03-22,154734 km
16970,MG BR-V GXL,706992.89,Local Dealer,2024-03-26,66295 km
16971,Suzuki Wigo Sport URGENT,$449897.37,Local Dealer,2024-03-14,
16972,ford innova,1378221.80,Local Dealer,2024-03-19,1491 kms
16973,Honda Almera MT,1047649.72 php,OLX,2024-03-15,"196,598 KM"
16974,Mazda  Ertiga  RUSH,186898.27 php,AutoDeal,2024-03-09,46487km
16975,MAZDA ECOSPORT GL,1479851.21,OLX,2024-03-07,129749 km
16976,ford wigo vgt,$480588.70,Facebook Marketplace,2024-03-03,224034 km
16977,Ford  Wigo,758321.27,OLX,2024-03-06,170032 km
16978,Isuzu  CX-5  Sport,,Facebook Marketplace,2024-03-19,154225km
16979,HYUNDAI MIRAGE,884046.25,Toyota Certified Pre-Owned,2024-03-13,206608 kms
16980,isuzu cx-5,1010076.74,OLX,2024-03-27,146103km
16981,nissan cx-5,1136198.28,Honda Cars Pre-Owned,2024-03-02,"231,118 KM"
16982,NISSAN INNOVA NEGO,1142897.24,Toyota Certified Pre-Owned,2024-03-07,4063 km
16983,KIA NAVARA GXL,857556.54,Local Dealer,2024-03-01,222160 km
16984,Ford  Innova  Negotiable,553957.59,Carmudi,2024-03-13,91299 km
16985,MG Wigo MT,"614377,26",Facebook Marketplace,2024-03-20,100682 km
16986,MITSUBISHI NAVARA GL,880734.78,AutoDeal,2024-03-28,209477 km
16987,Kia  BR-V  XLE,921547.28,Toyota Certified Pre-Owned,2024-03-24,104830 km
16988,Hyundai Fortuner,257265.69,Honda Cars Pre-Owned,2024-03-09,143150 km
16989,hevrolet HR-V URGENT,194167.89,Toyota Certified Pre-Owned,2024-03-06,"96,021 KM"
16990,Ford BR-V,194770.77 php,OLX,2024-03-02,138946 kms
16991,Mazda Accent AT,$1936628.79,OLX,2024-03-07,21994 kms
16992,Hyundai Ertiga GXL,757152.58,Carmudi,2024-03-09,177011 km
16993,GEELY SPORTAGE,,Local Dealer,2024-03-08,48511 km
16994,HYUNDAI HR-V,1530096.07 php,OLX,2024-03-23,
16995,CHEVROLET PICANTO RUSH,1831777.94,SM Auto,2024-03-12,159563 km
16996,FORD MIRAGE AT,489664.30 php,Carmudi,2024-03-16,158087 km
16997,foton ertiga,465262.85,Facebook Marketplace,2024-03-05,136294 km
16998,Suzuki Tucson Nego,1301517.75,Facebook Marketplace,2024-03-05,49144 km
16999,Mazda Vios,1242951.09,Local Dealer,2024-03-10,"109,039 KM"
17000,honda accent glx,1603045.11,OLX,2024-03-26,50846 km
17001,mg d-max,$785257.00,Local Dealer,2024-03-16,
17002,ford hr-v nego,1386387.78,Honda Cars Pre-Owned,2024-03-11,74653 km
17003,Ford Accent LE,$493807.89,Local Dealer,2024-03-16,180673 kms
17004,Suzuki  BR-V  LE,1461918.10 php,Toyota Certified Pre-Owned,2024-03-06,212677 km
17005,FOTON FORTUNER XLE,588200.80,AutoDeal,2024-03-13,2211 km
17006,Ford D-Max,1947967.08,Facebook Marketplace,2024-03-16,7451 km
17007,mitsubishi fortuner,450160.74 php,AutoDeal,2024-03-20,"216,561 KM"
17008,Foton Wigo,599974.55,AutoDeal,2024-03-12,184278 km
17009,Toyota Ertiga Sport,187244555,SM Auto,2024-03-26,8710 km
17010,Nissan CR-V,652868.45,Honda Cars Pre-Owned,2024-03-20,141201 km
17011,kia fortuner certified,"1682008,59",Carmudi,2024-03-18,136453 km
17012,Foton  Accent  LE,0,Facebook Marketplace,2024-03-09,"149,729 KM"
17013,ford br-v vgt,695006.54,Honda Cars Pre-Owned,2024-03-01,78405 km
17014,KiaErtiga GLX,324760.84,SM Auto,2024-03-06,9250 km
17015,Isuzu Picanto,"1723798,89",OLX,2024-03-25,
17016,mg mirage,366872.43,OLX,2024-03-16,239885 km
17017,MG MU-X USH,198773832,SM Auto,2024-03-10,20528 kms
17018,honda tucson,845908.35,Toyota Certified Pre-Owned,2024-03-28,234572 km
17019,Suzuki Montero Sport,$1050455.63,Toyota Certified Pre-Owned,2024-03-13,80008 kms
17020,Kia Sportae AT,956277.19,Honda Cars Pre-Owned,2024-03-16,
17021,Foton EcoSport T,1173049.85 php,SM Auto,2024-03-10,42806 km
17022,Honda Mirage,1045316.26,SM Auto,2024-03-09,64741 km
17023,Isuzu Civic,361753.10 php,Local Dealer,2024-03-27,"83,013 KM"
17024,honda civic,1808812.81,SM Auto,2024-03-26,
17025,nissan fortuner negotiable,0,Toyota Certified Pre-Owned,2024-03-08,18099 km
17026,SUZUKI ERTIGA LE URGENT,1140022.22,Facebook Marketplace,2024-03-24,"235,384 KM"
17027,Mazda Innova AT,914781.95,AutoDeal,2024-03-11,"243,112 KM"
17028,Suzuki  Almera  GL,1156832.79,Carmudi,2024-03-26,196618 km
17029,Toyota Navara XLE,1121877.80,Local Dealer,2024-03-12,101887km
17030,Ford Ranger AT,$805006.47,Honda Cars Pre-Owned,2024-03-27,77944 km
17031,suzuki picanto,702774.81,AutoDeal,2024-03-01,120485 km
17032,Hyundai CR-V GL,"1873789,44",Honda Cars Pre-Owned,2024-03-15,204044 km
17033,Geely City,40769111,Facebook Marketplace,2024-03-12,181137 km
17034,NISSAN ERTIGA GXL CERTIFIED,1249300.06,AutoDeal,2024-03-27,171959 km
17035,GEELY ALMERA NEGO,1979457.90,Honda Cars Pre-Owned,2024-03-01,227381 kms
17036,Mitsubishi MU-X LE Nego,,Facebook Marketplace,2024-03-05,16665 km
17037,Suzuki Accent MT,639468.35,SM Auto,2024-03-17,"206,863 KM"
17038,honda city le,267226.50,Local Dealer,2024-03-25,121926 km
17039,Mazda Accent LE,197604.28,Carmudi,2024-03-11,126225 km
17040,honda tucson,"917714,51",Carmudi,2024-03-13,46658 km
17041,Nisan Tucson MT,"1372664,75",OLX,2024-03-14,"104,992 KM"
17042,geely almera,217330.10,Local Dealer,2024-03-04,133923km
17043,Kia Nvara,1399995.52,OLX,2024-03-17,184031 km
17044,toyota cx-5,627806.76,Local Dealer,2024-03-26,"46,503 KM"
17045,Hyundai BR-V Preowned,719464.39,Toyota Certified Pre-Owned,2024-03-10,219418 km
17046,Toyota Ertiga GLX NEGO,191074.93,OLX,2024-03-22,165857 km
17047,mazda d-max,,Honda Cars Pre-Owned,2024-03-04,130347 km
17048,nissan br-v,"1803438,51",OLX,2024-03-05,64156 km
17049,MAZDA CITY,$1213493.73,Facebook Marketplace,2024-03-05,196753 km
17050,HONDA MIRAGE LE,249786.35,SM Auto,2024-03-23,"106,218 KM"
17051,suzuki ertiga mt,26817477,AutoDeal,2024-03-23,196644km
17052,chevrolet ranger,496201.97 php,Honda Cars Pre-Owned,2024-03-17,215974km
17053,CHEVROLET HR-V MT,"658643,95",Honda Cars Pre-Owned,2024-03-15,110147 km
17054,Ford Ranger,$735149.34,Carmudi,2024-03-11,61786 km
17055,Mitsubishi CityMT,1374953.92,Toyota Certified Pre-Owned,2024-03-19,7223 km
17056,HONDA CIVIC PREOWNED,0,Toyota Certified Pre-Owned,2024-03-21,190031 km
17057,toyota d-max preowned,1854732.96,Facebook Marketplace,2024-03-07,204579 km
17058,Suzuki Accent AT,"432381,17",AutoDeal,2024-03-11,
17059,Toyota Sportage VGT,1212568.26,Local Dealer,2024-03-25,135183 km
17060,Mitsubishi Almera,$424222.90,OLX,2024-03-18,105366 km
17061,Mazd EcoSport Sport,1667025.08,AutoDeal,2024-03-22,32778 km
17062,Suzuki Accent,536275.30,SM Auto,2024-03-14,29864 km
17063,MG BR-V,1417762.05,Local Dealer,2024-03-01,76263 kms
17064,Hyundai Ertiga,259273.72,AutoDeal,2024-03-23,31765 km
17065,Nissan Ertiga AT,850592.07,SM Auto,2024-03-10,192759 km
17066,TOYOTA WIGO,1177413.88,Facebook Marketplace,2024-03-13,67219 km
17067,Toyota BR-V Negotiable,697820.05 php,AutoDeal,2024-03-10,191664 kms
17068,Nissan Tucson VGT Preowned,1271978.20,Honda Cars Pre-Owned,2024-03-28,
17069,suzuki picanto,697692.64 php,OLX,2024-03-14,205271km
17070,Ford EcoSport GXL,1949459.76,AutoDeal,2024-03-18,134029 km
17071,Suzuki Sportage,887868.55,AutoDeal,2024-03-28,141964 km
17072,Geely Picanto LE,459324.46,Toyota Certified Pre-Owned,2024-03-03,232032 km
17073,MG HR-V,1164182.17,Facebook Marketplace,2024-03-25,"96,089 KM"
17074,hyundai ertiga,47448382,Local Dealer,2024-03-21,165665 km
17075,isuzu ertiga,763859.12,Toyota Certified Pre-Owned,2024-03-13,186642 km
17076,foton d-max mt,1766314.70 php,OLX,2024-03-01,167170 km
17077,Mitsubishi D-Max,,Facebook Marketplace,2024-03-21,56758 km
17078,mazda picanto,1800464.42,Local Dealer,2024-03-12,
17079,FORD ALMERA,1247518.21,Local Dealer,2024-03-08,13356 km
17080,Geely Innova,492316.18,Carmudi,2024-03-27,101576km
17081,MAZDA BR-V GXL CERTIFIED,1395361.96,Carmudi,2024-03-27,108071 km
17082,Foton Fortuner,105375411,SM Auto,2024-03-22,159857 km
17083,Hyundai CX-5 Sport,1594193.06,Local Dealer,2024-03-12,200320km
17084,isuzu almera le,721822.08,Toyota Certified Pre-Owned,2024-03-06,92719 km
17085,MG Picanto Negotiable,$1117481.11,Carmudi,2024-03-09,165664 km
17086,Geely City,1814668.62,OLX,2024-03-12,50900 kms
17087,Mitsubishi Cvic URGENT,672755.05 php,Toyota Certified Pre-Owned,2024-03-01,29103 km
17088,Mitsubishi DMax,0,Toyota Certified Pre-Owned,2024-03-17,174086 km
17089,MG Tucson URGENT,798095.71,OLX,2024-03-16,89227 km
17090,Toyota Picanto,$841973.61,OLX,2024-03-03,"209,299 KM"
17091,mg ecosport,1922561.09,Local Dealer,2024-03-05,66385 km
17092,Isuzu  HR-V,0,AutoDeal,2024-03-02,16256 kms
17093,suzuki d-max nego,520397.46,Local Dealer,2024-03-05,230394 km
17094,Kia Ertiga RUSH,"314149,67",OLX,2024-03-12,"180,461 KM"
17095,SUZUKI NAVARA,1220486.05,Honda Cars Pre-Owned,2024-03-05,182954 km
17096,Mazda Vios Certifed,633774.80,Facebook Marketplace,2024-03-28,135138 km
17097,SUZUKI HR-V XLE,639482.98,AutoDeal,2024-03-12,"19,443 KM"
17098,HONDA RANGER XLE,370227.46,Toyota Certified Pre-Owned,2024-03-03,207865 km
17099,KIA SPORTAGE GL RUSH,1113614.06,OLX,2024-03-01,
17100,suzuki ranger,1123252.64,AutoDeal,2024-03-09,
17101,MG NAVARA,"1310895,10",OLX,2024-03-17,19048km
17102,foton cx-5 preowned,1427534.92,Honda Cars Pre-Owned,2024-03-18,101245 kms
17103,Foton Fortuner,"193994,74",Toyota Certified Pre-Owned,2024-03-02,245363 km
17104,mazda wigo mt,,OLX,2024-03-15,80025 km
17105,Chevrolet  MU-X  LE  Certified,1828489.92 php,SM Auto,2024-03-22,65173 km
17106,Mitsubishi  Mirage  GLX,,Facebook Marketplace,2024-03-28,133630 km
17107,mazda accent,488360.52,Facebook Marketplace,2024-03-14,75615 km
17108,HYUNDAI CITY,1987749.82,AutoDeal,2024-03-11,238546 km
17109,Isuzu Picanto Nego,640518.68,Honda Cars Pre-Owned,2024-03-13,"108,589 KM"
17110,Mitsubishi City GL,927686.91,OLX,2024-03-08,95474 km
17111,MG Civic Sport,983495.49,AutoDeal,2024-03-23,11714 km
17112,Toyota Ranger AT,1402962.05,Toyota Certified Pre-Owned,2024-03-25,1425km
17113,GEELY RANGER,$1742626.06,Local Dealer,2024-03-19,215229km
17114,ford navara,957265.60,Carmudi,2024-03-26,10103 km
17115,Mitsubishi Accent GL RUSH,1213891.20,SM Auto,2024-03-14,68879 kms
17116,hyundai accent xle nego,,OLX,2024-03-09,44442km
17117,mazda vios,213402.33,SM Auto,2024-03-18,245990 km
17118,mazda picanto,193670.62,AutoDeal,2024-03-04,245390 km
17119,TOYOTA BR-V GXL CERTIFIED,523376.81,AutoDeal,2024-03-21,171967 kms
17120,ISUZU CX-5,1573735.77,Local Dealer,2024-03-28,37881 kms
17121,Kia Wigo,1225538.75,Local Dealer,2024-03-15,180973km
17122,chevrolet ecosport,1264693.31,SM Auto,2024-03-23,70776 km
17123,Isuzu Vios XLE URGENT,1511467.60,Local Dealer,2024-03-28,"201,163 KM"
17124,MG ALMERA,314404.93,Honda Cars Pre-Owned,2024-03-17,61774 km
17125,kia navara,$703898.35,OLX,2024-03-28,53100 km
17126,Chevrolet  CX-5,,Local Dealer,2024-03-20,115259 km
17127,Szuki MU-X VGT,1009681.14,OLX,2024-03-18,192738 km
17128,nissan ranger,1855253.61,SM Auto,2024-03-15,142574km
17129,Nissan Fortuner GL,1911378.52,OLX,2024-03-08,19417 km
17130,Geely Ranger XLE,487075.60,OLX,2024-03-02,137985 km
17131,hyundai civic,1583064.86,Facebook Marketplace,2024-03-20,190113 kms
17132,FOTON HR-V VGT,1505086.16,Local Dealer,2024-03-04,
17133,CHEVROLET FORTUNER LE,1286482.57,Toyota Certified Pre-Owned,2024-03-01,139428 km
17134,Mitsubishi D-Max Sport,$1183094.06,SM Auto,2024-03-19,90541 kms
17135,Kia Sportage,$1667156.66,Honda Cars Pre-Owned,2024-03-01,16945 km
17136,kia d-max,738731.02 php,Facebook Marketplace,2024-03-18,
17137,Chevrolet MU-X,614952.44,Toyota Certified Pre-Owned,2024-03-02,217206 kms
17138,Nissan ccent,504397.49,AutoDeal,2024-03-22,210242 kms
17139,NISSAN MONTERO SPORT,1451170.45,AutoDeal,2024-03-07,
17140,Kia D-Max GXL,132347999,Facebook Marketplace,2024-03-23,138583 km
17141,mitsubishi picanto gxl,402674.92,Facebook Marketplace,2024-03-07,65448 km
17142,honda xpander xle,703967.19,Toyota Certified Pre-Owned,2024-03-20,239981 km
17143,honda mu-x gxl urgent,$1788359.68,Toyota Certified Pre-Owned,2024-03-21,23795 km
17144,Fod Innova,244797.20,Toyota Certified Pre-Owned,2024-03-03,226218 km
17145,HyundaiErtiga,1059730.41,Carmudi,2024-03-02,143104 km
17146,SUZUKI SPORTAGE NEGO,1199703.35,Honda Cars Pre-Owned,2024-03-23,64793 km
17147,Suzuki  City  GXL  RUSH,904955.85,SM Auto,2024-03-28,"134,275 KM"
17148,mg cr-v,1641841.07,Carmudi,2024-03-13,146646 km
17149,MAZDA ECOSPORT,17779445,Local Dealer,2024-03-01,9063 km
17150,Foton Pcanto,886665.84 php,Toyota Certified Pre-Owned,2024-03-19,98166 km
17151,Hona Civic,1530684.38 php,Honda Cars Pre-Owned,2024-03-20,"226,191 KM"
17152,Isuzu Almera XLE,275273.75,Honda Cars Pre-Owned,2024-03-03,29018km
17153,nissan picanto,1578537.59,Honda Cars Pre-Owned,2024-03-05,18296 km
17154,Ford Montero Sport VGT,$1683915.83,AutoDeal,2024-03-12,
17155,toyota ranger,1114100.75,Toyota Certified Pre-Owned,2024-03-24,62890 km
17156,Hyundai City GLNEGO,271200.37,OLX,2024-03-08,
17157,geely hr-v,1477252.18,Honda Cars Pre-Owned,2024-03-12,245118 km
17158,FOTON CX-5 PREOWNED,799110.74,OLX,2024-03-07,187705 km
17159,Ford  Tucson  AT  RUSH,154369.22 php,Facebook Marketplace,2024-03-15,174857 km
17160,NISSAN D-MAX CERTIFIED,$548690.88,Local Dealer,2024-03-11,143540 km
17161,mazda ertiga gxl,,Honda Cars Pre-Owned,2024-03-03,"207,227 KM"
17162,HYUNDAI ERTIGA MT,0,OLX,2024-03-12,11052km
17163,Mazda Vios AT,1365179.43,Facebook Marketplace,2024-03-19,200257 km
17164,Honda Wigo,1107807.83,OLX,2024-03-24,172110km
17165,geely picanto nego,465888.92,Toyota Certified Pre-Owned,2024-03-06,58446km
17166,ISUZU ERTIGA,0,Facebook Marketplace,2024-03-19,
17167,GEELY CITY RUSH,141759463,Toyota Certified Pre-Owned,2024-03-11,155927 km
17168,FORD D-MAX,946245.88,SM Auto,2024-03-10,118697 km
17169,Honda D-Max,440820.43,Toyota Certified Pre-Owned,2024-03-12,209309 km
17170,Kia  Mirage  NEGO,"448187,14",Facebook Marketplace,2024-03-11,159291 km
17171,Honda Navara XLE,"920388,05",Carmudi,2024-03-16,113153 kms
17172,Geely  D-Max  AT,$1258149.60,Carmudi,2024-03-05,
17173,HYUNDAI FORTUNER,"593777,45",Toyota Certified Pre-Owned,2024-03-07,197864 km
17174,CHEVROLET RANGER LE,1146878.71,Carmudi,2024-03-28,38710 km
17175,toyota hr-v vgt,1829031.34,Honda Cars Pre-Owned,2024-03-02,48394 km
17176,Chevrolet HR-V RUSH,1859197.52,OLX,2024-03-07,183354 km
17177,Suzuki Picnto VGT Preowned,1146061.61,Honda Cars Pre-Owned,2024-03-13,88215 km
17178,Kia Fortune XLE,914480.18,Local Dealer,2024-03-10,180842km
17179,NISSAN ALMERA,1530850.32,Facebook Marketplace,2024-03-11,229403 km
17180,NISSAN RANGER,804185.02,SM Auto,2024-03-10,187450 km
17181,Geely Fortuner,127958737,AutoDeal,2024-03-24,115165 km
17182,Foton CX-5 RUSH,1570334.55,Carmudi,2024-03-08,162354 km
17183,Toyota  Picanto  LE  RUSH,"1854629,89",SM Auto,2024-03-01,133501 km
17184,TOYOTA CX-5 MT,,SM Auto,2024-03-01,"104,061 KM"
17185,Kia Mirage,879201.78,Local Dealer,2024-03-07,
17186,nissan vios vgt,592164.19,Facebook Marketplace,2024-03-26,175200 km
17187,Nissan CR-V GL,768804.95,OLX,2024-03-17,
17188,kia wigo at urgent,1073110.38,Facebook Marketplace,2024-03-05,"59,251 KM"
17189,Toyota  Wigo  GL,1029374.16 php,Carmudi,2024-03-05,46239 km
17190,Toyota HR-V VGT,$1472447.72,Local Dealer,2024-03-12,37434 km
17191,nissan fortuner gxl,$1799438.47,OLX,2024-03-17,238764 km
17192,Nissan  CX-5  GLX,1319959.32 php,AutoDeal,2024-03-25,26470 km
17193,Foton  HR-V  VGT  Certified,1006259.30,OLX,2024-03-27,
17194,Foton Sportage GLX,1582622.76,AutoDeal,2024-03-04,"8,554 KM"
17195,Honda Innova GL,299529.27,OLX,2024-03-24,163428 km
17196,FORD FORTUNER,1115047.36,Carmudi,2024-03-25,
17197,MG Picanto Sport,1869191.92,Carmudi,2024-03-27,136650 km
17198,Toyota Fortuner GLX,213397.25,Local Dealer,2024-03-25,212691 km
17199,Foton Xpander,"1953039,82",AutoDeal,2024-03-18,30105 km
17200,Geely BR-V GXL,458449.41,SM Auto,2024-03-15,
17201,Nissan CX-5,1396431.41,Honda Cars Pre-Owned,2024-03-11,191736 km
17202,Geely Ranger GLX,1547498.17,Carmudi,2024-03-08,64822 km
17203,Mitsubishi Fortuner,1328731.63,SM Auto,2024-03-21,"246,969 KM"
17204,Nissan  Wigo  XLE,"859508,64",SM Auto,2024-03-09,138249 km
17205,Geely CR-V Sport,256788.19,SM Auto,2024-03-27,40896 km
17206,HYUNDAI BR-V,1326635.22,SM Auto,2024-03-04,51166 km
17207,Hyundai Tucson,$1955180.82,SM Auto,2024-03-09,
17208,Isuz BR-V,1119331.84,Toyota Certified Pre-Owned,2024-03-10,214546 km
17209,chevrolet cx-5 gl urgent,936542.35,SM Auto,2024-03-03,91608km
17210,honda mirage negotiable,815037.32,Facebook Marketplace,2024-03-28,
17211,hyundai br-v glx nego,$456085.50,SM Auto,2024-03-27,141436 kms
17212,honda almera gxl,1012291.55,Honda Cars Pre-Owned,2024-03-27,153237 km
17213,honda xpander,1212469.40,AutoDeal,2024-03-22,162446 kms
17214,ford cx-5 le,1544777.16,SM Auto,2024-03-18,
17215,Isuzu City GL,1794188.52 php,Facebook Marketplace,2024-03-01,"141,238 KM"
17216,TOYOTA WIGO MT,1424363.16,Carmudi,2024-03-19,206102 km
17217,Suzuk Ertiga,814086.55,Toyota Certified Pre-Owned,2024-03-09,13691 km
17218,MAZDA FORTUNER GXL NEGOTIABLE,"1029689,82",Facebook Marketplace,2024-03-16,2457 kms
17219,Suzuki Ertiga XLE,1435866.42,Local Dealer,2024-03-01,
17220,Ford  City,"1993605,85",Honda Cars Pre-Owned,2024-03-07,151451 km
17221,chevrolet navara,1629899.47,Local Dealer,2024-03-23,109466 km
17222,KIA BR-V,1703705.12,Toyota Certified Pre-Owned,2024-03-13,175865 km
17223,Toyota Sportage,871015.08,Local Dealer,2024-03-06,114998 km
17224,TOYOTA SPORTAGE GXL,$284231.33,OLX,2024-03-21,134467km
17225,Suzuki Mirage GL,$675537.58,OLX,2024-03-10,228495 kms
17226,Geely Vios,797014.37,Local Dealer,2024-03-15,196490 km
17227,MG Picanto GLX,1449014.89,OLX,2024-03-23,
17228,Geely Fortuner LE RUSH,,Toyota Certified Pre-Owned,2024-03-11,71906km
17229,KiaCity Nego,1656511.64,SM Auto,2024-03-21,151256 km
17230,chevrolet montero sport at,$976311.69,Carmudi,2024-03-04,166440 km
17231,Nissan EcoSport,$276243.83,OLX,2024-03-16,
17232,uzuki Mirage AT RUSH,681843.55,Local Dealer,2024-03-09,216784 km
17233,foton montero sport,$1496642.63,SM Auto,2024-03-15,217458 kms
17234,nissan accent,1477625.24,Toyota Certified Pre-Owned,2024-03-19,170535 kms
17235,Ford CX-5,1652593.10,Honda Cars Pre-Owned,2024-03-02,"105,330 KM"
17236,Chevrolet B-V,1697647.35 php,Carmudi,2024-03-17,18937 kms
17237,HONDA ERTIGA,,SM Auto,2024-03-12,156813 km
17238,hyundai cx-5,,Local Dealer,2024-03-26,65331 km
17239,chevrolet mu-x le,1484721.59,Honda Cars Pre-Owned,2024-03-01,249597 km
17240,Ford CX-5,"1337897,60",OLX,2024-03-21,220434 km
17241,nissan br-v sport,959570.83,OLX,2024-03-14,172879 km
17242,ISUZU INNOVA GLX URGENT,694931.83,Carmudi,2024-03-28,196188km
17243,FORD XPANDER GLX,"1060881,31",OLX,2024-03-18,164652 km
17244,MAZDA ECOSPORT VGT,460111.28,SM Auto,2024-03-05,204345 km
17245,Hyundai Accent AT Negotiable,198226777,OLX,2024-03-16,127178 km
17246,SUZUKI CX-5 GXL,1700130.28,OLX,2024-03-18,"137,248 KM"
17247,toyota cr-v,"1211469,39",SM Auto,2024-03-20,79114km
17248,Szuki Innova,146228692,SM Auto,2024-03-20,45702 kms
17249,suzuki cr-v glx,628869.91,OLX,2024-03-25,79635 km
17250,NISSAN XPANDER,336528.47,Local Dealer,2024-03-05,93433 km
17251,suzuki fortuner le nego,1237987.08,AutoDeal,2024-03-09,116944 km
17252,Foton Vios LE Negotiable,"214499,09",SM Auto,2024-03-07,"27,290 KM"
17253,foton tucson,191557833,Toyota Certified Pre-Owned,2024-03-26,37302 km
17254,Suzuki BR-V LE,$1164492.96,Honda Cars Pre-Owned,2024-03-19,73162 km
17255,Honda Ranger,558648.24,Toyota Certified Pre-Owned,2024-03-14,222066 km
17256,Geely BR-V Negotiable,1159224.24,AutoDeal,2024-03-13,4503 km
17257,FOTON NAVARA RUSH,1651991.31,OLX,2024-03-08,"80,739 KM"
17258,kia fortuner,658445.37,AutoDeal,2024-03-17,178887km
17259,isuzu civic,1234281.72,Toyota Certified Pre-Owned,2024-03-28,211648 kms
17260,mazda d-max at urgent,1711368.79,Toyota Certified Pre-Owned,2024-03-08,142473 km
17261,Honda  Fortuner  XLE,"1450383,99",Toyota Certified Pre-Owned,2024-03-21,199330 km
17262,nissan fortuner le nego,,Toyota Certified Pre-Owned,2024-03-13,91684 km
17263,mazda cr-v,1578592.50,Toyota Certified Pre-Owned,2024-03-08,21954 kms
17264,FOTON CITY NEGO,"1029573,49",Honda Cars Pre-Owned,2024-03-11,239809 km
17265,Chevrolet Ranger GXL,1785154.58,Local Dealer,2024-03-24,
17266,honda d-max rush,737656.19,Toyota Certified Pre-Owned,2024-03-15,161729 kms
17267,Hyundai CX-5 GL URGENT,"1710459,32",AutoDeal,2024-03-24,210919 km
17268,mg cr-v gxl nego,466650.37,SM Auto,2024-03-10,9030 km
17269,Mitsubishi Civic,997671.75,Carmudi,2024-03-18,231929 km
17270,Honda Innova AT URGENT,342301.12,Honda Cars Pre-Owned,2024-03-05,133142km
17271,foton ranger glx rush,1075531.33,Facebook Marketplace,2024-03-26,236180 km
17272,Mitsubishi Acent GLX URGENT,1495366.56,AutoDeal,2024-03-17,205512 km
17273,Mitsubishi Civic,1957124.86,AutoDeal,2024-03-14,150506 km
17274,mitsubishi tucson,"274118,57",Carmudi,2024-03-08,10218 km
17275,foton wigo,34202212,Facebook Marketplace,2024-03-19,186653 km
17276,toyota cr-v,,SM Auto,2024-03-16,135758 km
17277,FORD ALMERA VGT,1888100.01,Carmudi,2024-03-01,57722 km
17278,HYUNDAI CX-5 VGT,,Carmudi,2024-03-17,90072 km
17279,Suzuki Tucson GL,593664.36,AutoDeal,2024-03-25,"14,978 KM"
17280,Kia City,,SM Auto,2024-03-02,144720 km
17281,suzuki civic,461094.97,Carmudi,2024-03-08,152016 km
17282,FOTON BR-V PREOWNED,"1967909,40",Carmudi,2024-03-06,167539km
17283,Foton Tucon AT URGENT,1530780.26,OLX,2024-03-14,"95,318 KM"
17284,ISUZU INNOVA GXL,668939.79 php,Honda Cars Pre-Owned,2024-03-01,108379 km
